Admin2,,,,,,,,,,,,,,,,,
Province/State,Antofagasta,Araucania,Arica y Parinacota,Atacama,Aysen,Biobio,Coquimbo,Los Lagos,Los Rios,Magallanes,Maule,Metropolitana,Nuble,OHiggins,Tarapaca,Unknown,Valparaiso
03-07-2021,1330,2162,488,498,-47871,4070,1198,2090,1633,367,1986,8031,751,1384,527,,2382
03-08-2021,1271,2159,488,499,95,4172,1230,2061,1631,360,2037,8374,768,1458,452,,2375
03-09-2021,1239,2106,467,482,86,4107,1216,2020,1627,353,1930,8174,752,1457,455,,2324
03-10-2021,1115,2078,452,506,85,4047,1167,1933,1553,316,1852,8299,740,1364,654,,2246
03-11-2021,1224,2213,503,464,93,4297,1222,2103,1683,344,2052,9213,733,1415,696,,2526
03-12-2021,1337,2372,540,486,88,4751,1317,2242,1805,346,2192,9753,430,1510,778,,2777
03-13-2021,1279,2355,543,499,71,4802,1282,2223,1781,337,2151,9812,882,1507,795,,2789
03-14-2021,1239,2412,521,524,64,5008,1322,2147,1760,336,2180,10138,865,1549,837,,2866
03-15-2021,1282,2333,565,522,64,5067,1271,2052,1702,301,2118,10341,855,1539,825,,2955
03-16-2021,1270,2278,550,515,63,5139,1249,1963,1631,282,2135,10173,837,1612,782,,2803
03-17-2021,1207,1220,571,521,66,4874,1134,1833,1579,242,2027,10054,809,1565,744,,2797
03-18-2021,1301,2394,668,519,71,4985,1226,1859,1695,260,2115,11107,786,1670,841,,3158
03-19-2021,1361,2534,703,549,72,5273,1288,1930,1871,273,2263,11802,889,1773,880,,3409
03-20-2021,1391,2596,702,560,84,5357,1329,1936,1839,272,2387,11948,871,1826,859,,3540
03-21-2021,1361,2578,718,577,89,5376,1295,1976,1907,261,2444,12425,972,1885,882,,3681
03-22-2021,1382,2585,715,552,101,5353,1304,1925,1887,239,2570,12454,976,1909,876,,3719
03-23-2021,1348,2575,690,556,93,5198,1293,1829,1841,216,2718,12155,1016,1824,889,,3562
