Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Acre,Alagoas,Amapa,Amazonas,Bahia,Ceara,Distrito Federal,Espirito Santo,Goias,Maranhao,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Para,Paraiba,Parana,Pernambuco,Piaui,Rio Grande do Norte,Rio Grande do Sul,Rio de Janeiro,Rondonia,Roraima,Santa Catarina,Sao Paulo,Sergipe,Tocantins,Unknown
06-01-2020,6165,10376,9662,39703,18197,47316,10339,13455,3779,34321,2475,1548,10392,35121,13325,4645,32025,4951,7641,9100,49068,5013,3576,9352,103629,7067,4269,-211080
06-02-2020,6300,11077,10274,41093,20694,49652,11079,14487,4226,35628,2639,1626,10650,38167,14480,4964,32575,5326,7892,9674,51046,5305,3730,9512,110301,7383,4404,-223638
06-03-2020,6508,11901,10860,42209,21689,52451,11829,15423,4415,37146,2772,1782,11704,41581,15604,5289,33451,5636,8782,10140,53230,5533,4019,9882,115207,7809,4616,-238617
06-04-2020,6840,12566,11297,44290,22673,55982,12727,16157,4780,39567,3112,1905,12711,44633,17141,5605,34373,5862,8904,10745,54605,6265,4356,10376,120640,8014,4794,-254963
06-05-2020,7094,13380,12067,45467,25600,57705,14006,17329,5206,42218,3393,1976,13651,47422,18128,6121,35306,6500,9053,11307,56593,6649,4692,10687,125723,8379,5093,-266940
06-06-2020,7324,14236,12504,46553,26550,59610,15642,18144,5497,44338,3566,2111,14571,49564,19320,6373,36091,6881,9039,11754,57894,7472,5099,11119,131491,8764,5409,-277149
06-07-2020,7776,15105,12773,47019,27371,60289,16409,18787,5640,46423,3769,2232,15327,50593,19826,6660,36937,7239,9028,11849,61049,7875,5387,11394,133928,9073,5545,-283952
06-08-2020,3804,5460,6868,7954,15399,15124,7449,8596,5951,24852,2530,1112,8646,8016,16104,4230,13938,6768,8633,3372,9273,5250,4086,4463,86110,4968,3065,
06-09-2020,3898,6263,6942,9333,16060,15416,8072,9168,6341,25664,2607,1206,8340,8601,17247,4317,13834,7040,8744,2091,9499,5601,4319,4185,91321,5299,2952,
06-10-2020,4173,6296,7617,7900,17482,16385,8774,9683,6971,25391,2759,1213,9276,8517,18802,4669,12835,7435,9985,2397,9302,6079,4586,4207,97159,5776,3151,
06-11-2020,4071,6342,7768,8081,18268,16588,9144,9990,7468,24802,3140,1367,9710,8444,20129,5290,13567,7883,10745,2568,8407,6681,4654,4564,103080,6198,2995,
06-12-2020,4266,6236,8118,8235,18650,17011,9289,10350,7652,24637,3276,1421,9838,8472,20326,5367,14384,8349,10994,2455,8677,7228,4766,4055,108237,6497,3073,
06-13-2020,4235,6403,8692,8323,19440,16644,9183,10686,7732,23862,3290,1506,9513,8469,20354,5877,12984,8809,11263,2256,8869,7259,4891,3885,112999,7818,3116,
06-14-2020,4275,7194,8825,8390,19810,15535,9373,11163,7733,24173,3535,1583,9750,7980,20691,6213,12636,9097,11644,2078,8083,7214,4921,3735,118213,8247,3060,
06-15-2020,4282,7025,9024,8437,20625,16031,9487,11243,9956,23627,3583,1611,9694,9159,21122,6269,12727,9274,11668,2465,8155,7454,4920,4331,121398,9932,3104,
06-16-2020,4349,6724,9646,8575,21248,16318,9860,12569,11018,24195,3761,1780,9696,11088,21957,6978,11701,9779,12634,2809,10313,8015,4949,4760,129858,10420,2943,
06-17-2020,4492,6991,9751,8795,21818,17257,10161,12018,11984,23779,4457,2018,10115,5898,23044,7405,12451,10427,12634,2938,9266,8375,5141,2166,130701,10541,3198,
06-18-2020,4811,6861,10279,8953,21963,17625,11273,13200,13040,22711,4465,2035,10658,5310,23073,7962,13583,10944,13241,3126,8498,8472,5405,2718,131487,10725,3396,
06-19-2020,4755,6904,10494,9881,20589,18476,11694,12785,13746,23025,5278,2336,10314,9298,26391,8347,14632,11398,13353,3328,14376,8699,5626,2489,150131,11169,2814,
06-20-2020,4601,6396,10153,8053,20881,17068,10052,12009,13732,20799,4771,2173,9427,6248,24394,8338,12075,-921,13349,2784,8655,8681,4619,2007,149869,10911,2739,
06-21-2020,4992,7453,11960,9355,22300,18021,11572,13451,15316,21402,5791,2571,10534,8961,25805,10031,14382,587,16600,3173,10437,8945,5083,2959,157302,11733,3129,
06-22-2020,4964,7130,14709,9662,22340,17543,11769,13732,16225,21153,6096,2556,11190,6549,26256,10330,14745,13113,17234,3258,10323,9304,5151,2857,160044,11981,3249,
06-23-2020,5219,7139,15879,9616,22338,18792,11699,14712,17239,22448,6717,2836,11882,9098,26905,10941,12687,827,17332,3563,13400,9962,7299,4157,167112,12460,3039,
06-24-2020,5426,7107,15988,9861,22869,19192,12060,14705,18259,19567,6840,3211,12317,7628,27397,11844,12887,18,18932,3948,10398,10228,7713,4265,176175,12250,3247,
06-25-2020,5699,7341,16109,10343,23497,19242,11869,15027,19163,19263,7258,4966,12497,7896,27869,12502,13652,-36,19772,4114,10757,10818,7231,4717,185533,12948,3572,
06-26-2020,6031,7509,15928,10067,23588,19599,13117,15485,20454,18955,7811,3380,17938,7583,29006,13150,13039,255,19938,4439,11060,11616,8268,5704,195247,13750,3697,
06-27-2020,6292,7732,14691,10147,23554,20131,13127,14727,21191,18802,8238,3463,16945,8969,29590,14286,13892,425,20440,4578,10230,11616,8427,6559,202023,15135,3672,
06-28-2020,6435,7918,14763,10235,23675,19122,14287,16412,21549,18161,9084,3529,17404,8705,29888,15185,13400,895,20615,4454,10373,11643,9690,5358,208104,15686,3933,
06-29-2020,6515,8573,14911,10467,23721,18479,15555,16725,22570,17857,9085,3374,17770,7618,29894,15603,13738,232,9874,25823,4452,11826,9808,6038,211452,16049,4061,
06-30-2020,6618,7408,14502,10384,23695,16615,14661,17665,23907,17310,9152,3502,17604,7426,31050,16998,13682,-720,26349,4663,9108,11508,9938,5508,217322,14626,3648,
07-01-2020,5695,7511,14339,10619,23659,18512,14523,18376,25038,18019,9444,3926,18665,10033,31814,17746,13468,-344,27928,4917,10052,10744,10419,5530,117060,10336,3900,
07-02-2020,6020,7052,12428,10785,24068,19155,12749,18180,25718,20750,10510,4034,19179,7732,32143,18985,14226,893,28890,5021,11463,10138,12809,5349,123977,11009,4019,
07-03-2020,6075,7110,11980,10907,25326,19772,12674,17951,25744,18520,10461,3955,20559,8053,32732,20441,15369,-230,29346,5008,9916,10165,13535,7021,132157,12544,4201,
07-04-2020,6446,7940,12212,12284,28448,20757,12566,19062,27883,19331,11659,4060,21296,10154,34253,22810,16416,919,30153,6231,11276,10866,13975,8684,133683,14100,4544,
07-05-2020,6581,7537,11875,11096,26292,21120,13191,17750,27905,18840,11951,3454,21460,9750,33831,23667,15418,906,30528,4870,12906,10757,14071,9712,128662,10470,4543,
07-06-2020,6051,6929,11705,11497,26332,18526,12310,17591,28642,18386,11696,3228,21396,7541,33598,24952,14062,-69,30832,4749,9627,10328,14094,5301,130442,10943,4566,
07-07-2020,6082,6596,10996,9959,26531,19147,12846,17720,30607,18875,11953,3478,21061,7255,35222,24640,14500,38,31625,4923,11651,10316,14217,6808,121275,11840,4675,
07-08-2020,6159,6800,10690,10859,26709,19661,12634,18017,31931,19688,12121,3638,21949,7736,35174,24968,14400,-374,32281,5308,10128,10091,14403,8263,125572,11856,4690,
07-09-2020,6450,7652,10652,11309,26893,20097,12306,19260,23512,22039,13504,3906,22302,7762,36419,26641,15477,-610,32811,5324,11978,10422,15223,6345,129630,12756,5088,
07-10-2020,6426,6370,10807,10392,26877,19817,12039,18406,24108,18756,13750,4107,23437,7751,36408,25160,15135,-303,34005,5254,10012,10105,12636,8031,137137,11096,5349,
07-11-2020,6533,6396,10841,10471,28616,20731,11415,18802,24542,19051,14947,4487,23213,8658,37055,26407,16331,409,34332,5440,9208,10183,13262,7783,137411,12189,5580,
07-12-2020,6566,6589,10846,10516,29550,19693,12548,19125,24915,18674,15704,4358,24506,8188,37208,28118,16025,507,35123,5463,8208,10345,13638,8776,133175,13744,5630,
07-13-2020,6632,6171,10271,10644,30221,19021,12969,19253,24833,19514,16047,4292,24697,7286,37338,27948,16154,86,35138,5331,9381,10539,14036,7662,126020,13770,5629,
07-14-2020,6845,5762,10294,11858,25294,18951,14309,19385,25517,21116,16514,4566,23844,7495,38652,28834,16766,851,35651,5626,8843,11001,14376,8489,128099,14695,5633,
07-15-2020,7028,5657,10812,11906,23647,18792,14478,19736,26003,22082,17485,5047,24257,9740,40088,30541,18093,875,35923,5750,8341,10361,15084,10380,127595,15646,5937,
07-16-2020,6745,7335,11192,12002,22584,19310,14441,19766,26788,14459,14886,5335,24706,7947,40310,31594,16285,391,36219,6529,8373,10715,15776,12166,130311,15687,6080,
07-17-2020,6816,5193,10783,11173,20996,19785,12897,19871,27136,15484,15744,5363,25233,7775,40511,31610,17584,-610,36336,6609,8110,10448,16340,13876,132270,16267,6357,
07-18-2020,7048,5197,10734,11396,17741,19292,12440,19263,27203,16357,15443,5222,24666,8481,41104,33826,18611,153,38438,5761,8110,10448,16489,14842,136612,17428,6375,
07-19-2020,6977,5676,10852,11755,19625,19715,13679,19721,27164,13257,16595,5613,26745,8973,41506,34883,17100,864,38748,6004,11209,10448,16583,10070,139549,19585,6933,
07-20-2020,7139,4736,11082,12234,12369,18061,14195,19341,26762,13209,17529,5110,25759,6743,41726,36133,17464,883,38931,5079,10546,11108,16800,11151,114255,19804,6077,
07-21-2020,7373,4660,11081,12272,11704,17086,13348,19021,28111,13934,17950,5531,25272,7156,42258,35559,17737,880,39205,5738,8142,11773,17095,10676,112152,20829,6285,
07-22-2020,7651,5374,11325,12144,18053,19147,15062,20083,30659,14067,18123,6624,25097,9098,44363,37877,16409,893,27326,8923,11494,14035,17978,13730,119267,21402,6564,
07-23-2020,7825,5598,11183,13136,19068,21577,15553,19175,33245,14182,20068,7397,28852,9274,44961,37565,16910,845,28184,8664,12011,15154,18846,12592,131466,22623,7126,
07-24-2020,8055,5850,11178,14335,18809,22177,16361,18635,6741,12961,18960,7509,28257,9363,44331,38010,18445,860,25825,9473,12329,12319,19707,12841,139836,24321,7426,
07-25-2020,8316,5687,10967,12667,14520,20427,13731,16614,4422,9488,16914,5824,25242,8543,44420,34244,18458,149,22353,7997,9654,11853,20139,10336,138116,24125,7499,
07-26-2020,7578,5983,11005,12448,13788,19470,14183,16770,4524,9329,16812,6310,26931,8082,43868,35853,16937,268,22520,7647,9071,12086,20483,10399,134267,24453,8109,
07-27-2020,7609,6148,10881,12742,12938,18505,15355,15561,4323,8770,17028,5656,26922,6985,44067,36602,17068,-156,22693,7129,9406,10292,20555,9596,128544,24453,8444,
07-28-2020,7951,6175,11212,13251,13532,19172,15990,14131,5309,10157,18691,6288,27300,8360,45531,35808,17569,792,23759,7343,9665,10983,21013,13193,128544,25831,8353,
07-29-2020,5132,6229,11016,13335,13877,19980,15744,13844,5802,9045,18972,7242,26991,7782,45808,32446,17123,790,24415,7786,9951,11049,21641,11163,147307,26130,8729,
07-30-2020,5328,6360,11019,12670,14273,19848,17819,13597,5222,10595,19743,6235,26955,8052,45687,34967,18446,800,25015,8082,10327,10163,22078,15025,157009,27582,9135,
07-31-2020,5370,6401,11117,12126,14673,20577,16026,13630,5570,9080,17897,6070,27289,7925,45012,35744,17481,-197,25738,7161,10605,7520,22524,12370,167697,26342,9408,
08-01-2020,5671,6782,11241,12953,13936,22627,16024,13118,6107,9981,18792,6860,27526,9271,45657,35629,19182,759,26777,8099,10335,8023,23223,15167,165711,27339,9542,
08-02-2020,5312,7168,11203,12552,13306,21197,18108,13145,5833,9717,18541,7109,28128,8833,45480,37274,18664,719,27061,7409,9831,8409,23651,14280,165509,27633,10625,
08-03-2020,5646,6579,11274,12511,12067,20695,17108,12696,5372,8705,18284,7734,28287,8483,45434,35919,16344,-496,27235,6917,9610,7149,23688,13631,158170,26829,10806,
08-04-2020,5623,6162,11280,12367,12464,20466,16818,11975,4482,8743,18145,5855,27895,6941,45305,37694,16728,-529,22717,6838,4220,6330,23679,11062,168174,25875,11309,
08-05-2020,5946,5902,11238,12713,23163,20683,17067,11513,5519,7613,19523,5853,31527,7301,45055,36196,16421,-448,23634,7395,4858,6202,24717,11301,173238,26776,10550,
08-06-2020,6171,5585,11277,12782,13917,20624,19022,11308,6295,9202,19291,6623,27723,7703,45828,35687,17425,714,24229,7754,4811,6902,25344,14474,183621,27622,11243,
08-07-2020,6014,5437,11363,13575,14727,20634,18836,11166,7157,9528,22172,7487,28360,9621,44181,36374,18626,723,24829,6769,4883,6966,25886,14269,191945,17731,11312,
08-08-2020,6015,5567,11363,12916,14559,20671,16253,11441,7173,7941,19827,8195,28126,9022,44228,36374,17091,307,24937,8147,5082,6571,26276,14660,199062,16988,11606,
08-09-2020,6094,5561,11420,12989,13789,20657,15902,11580,6712,7963,20154,5640,29049,8794,44166,37366,15528,500,25075,7591,5398,6615,26728,15820,187680,16460,12159,
08-10-2020,6125,5030,11459,13211,13138,18648,18893,11561,5499,8375,21904,5160,29000,7981,44188,41471,15274,673,25200,7577,4579,6976,26790,10827,176408,16716,12225,
08-11-2020,6260,4856,11695,13087,14212,19795,16071,11184,5871,7013,20352,5254,27936,7689,44029,37421,13243,-630,4772,27675,7392,7822,27342,10675,176344,17178,12728,
08-12-2020,6117,4753,11422,13168,14441,19416,16682,11025,5925,6278,20348,5622,27745,8167,43715,37205,12074,-516,26310,7746,5421,6768,27899,10983,175700,16503,13439,
08-13-2020,6361,14690,11633,14032,15420,21251,18648,11042,6760,7193,22058,6053,28135,9906,43117,37169,13506,-255,26793,8311,6064,7371,28364,13555,190373,17431,13332,
08-14-2020,6552,15282,11393,14224,19389,23279,18831,12173,9172,8312,23629,6907,31551,11882,43962,39310,-72690,663,27183,10846,7775,7975,28987,16660,201751,12699,14319,
08-15-2020,6435,4755,11306,13867,15886,22199,18701,11061,7258,8991,20181,6699,28326,8834,41201,38773,13994,660,21412,8926,4965,7274,29436,11378,197229,13163,14076,
08-16-2020,6467,4780,11393,14518,14632,21159,20136,11454,6510,7811,20668,6542,29187,9002,40980,40080,14349,1086,21467,8083,4970,7458,29662,12227,185296,13450,13961,
08-17-2020,6403,4377,11226,13857,13459,20666,18268,11737,5571,7889,19150,6644,29374,9403,40677,38544,14552,-253,21631,7368,4730,7359,29734,9808,173659,11840,14281,
08-18-2020,6723,4351,11124,13615,14342,20295,19648,11369,6072,8240,18898,7253,29349,7724,39722,38464,11476,-581,22019,7483,5251,8041,28984,10081,169226,12292,14759,
08-19-2020,4014,4283,11092,14313,14493,20771,16862,11535,6756,8109,18210,6963,29476,8071,38240,38522,11717,-685,22355,7825,5567,8828,29301,9831,169059,12372,15741,
08-20-2020,4126,4093,11293,13772,14979,20663,18818,11401,7382,8130,17998,7298,29128,7927,36546,39025,12836,1,22819,6769,6201,7316,29788,9956,172143,8709,16236,
08-21-2020,4138,4301,11564,14224,16054,21175,18346,12255,6879,9360,19364,6069,28621,10310,37367,41331,13876,686,22851,6991,7193,7678,29990,11198,177025,9048,15520,
08-22-2020,4466,4104,11161,14427,15111,22214,18066,11049,6747,8800,18709,6498,29379,10405,36957,41199,11996,679,20194,7043,6466,8148,30323,11023,173655,9445,15882,
08-23-2020,4271,4080,11249,13952,12637,21915,17821,10715,7851,8326,17374,6562,30694,9416,36150,42294,11420,399,20378,6989,6925,7722,30525,8971,168864,9654,16101,
08-24-2020,4277,3671,11167,14114,13719,21192,17852,10153,6064,8808,18627,6504,30976,9704,36299,42140,11628,655,20442,6403,5406,7918,30565,9988,157810,9122,16092,
08-25-2020,4401,3614,11025,14075,11852,18849,19762,9686,6326,8065,16844,7202,31349,8286,34914,39559,11869,-475,20935,6674,5615,8071,30836,8182,157291,9310,16747,
08-26-2020,4584,3556,11240,14896,11899,16598,17551,10386,6159,8433,16471,6997,31484,8490,32770,38941,11825,652,21193,7585,5809,8663,31151,8149,154404,9592,17566,
08-27-2020,4734,3490,11539,14829,11522,17169,16673,9190,7010,8285,16797,7358,30926,8676,30599,38767,12874,651,21640,7956,6143,9340,31126,8072,157327,9684,17519,
08-28-2020,4926,3260,11311,14976,11787,17377,14328,8845,6534,8252,16741,6685,30929,8835,28073,38306,12117,-247,21951,8431,6143,9735,31432,10103,167794,10117,17775,
08-29-2020,4548,3560,11296,15331,12829,17892,14157,8356,6634,8444,16963,7014,31537,8915,27713,40269,11223,283,21498,9434,6088,7788,31655,12636,161860,7491,18292,
08-30-2020,4584,3706,11255,15527,11251,16881,13817,8123,6126,8490,16723,7076,31778,9075,27756,41888,11661,486,21634,9490,5560,7967,31826,7767,148223,7623,17575,
08-31-2020,4590,3864,11180,15753,10633,16618,15108,7857,5536,8883,17706,7009,31471,8302,27807,43152,12087,616,21725,8880,5339,8422,31874,38655,129887,7721,17625,
09-01-2020,4604,2850,11282,14572,10094,16375,16512,7676,5661,7569,15860,7380,31529,8556,27114,44765,9090,-425,21959,8935,5738,9030,32057,11125,128253,7262,17672,
09-02-2020,4714,2728,11563,15309,9548,17581,17627,7600,5917,9346,16046,7927,31273,8544,26951,40414,10485,635,22390,9973,5598,8417,32384,10783,128801,7466,16756,
09-03-2020,4818,2731,11223,14734,9881,17537,12724,7610,4701,9476,15539,8277,29561,10063,26961,40538,9084,-404,22810,10656,5884,8620,32475,8689,138485,7713,17203,
09-04-2020,4931,2688,11380,14820,12238,26723,12502,7683,6025,8259,15915,8602,30059,8626,26081,40889,9084,-277,23241,10858,5894,9347,32804,8835,142351,5538,16925,
09-05-2020,5089,2833,11607,15359,9153,18101,13888,7674,6822,9040,15934,8753,29990,9012,26120,42725,10795,180,23641,10724,5460,9852,29867,10576,141555,5781,17267,
09-06-2020,5124,3082,11694,14901,8875,17453,12154,7695,6145,9237,15937,8508,30505,9777,26249,44137,9498,292,23748,9923,5489,10048,29807,11238,134345,5882,16973,
09-07-2020,4677,2468,11454,14936,8479,16717,13333,7638,5582,8689,15984,8414,30778,9007,26117,44890,9709,290,23131,9103,5698,7665,29923,7866,126502,5572,17011,
09-08-2020,4696,2218,11588,15248,7841,16235,14223,7286,4230,7375,15868,8161,30485,8310,26175,46256,9859,-383,23199,7846,4455,7981,29966,7426,122823,5686,17135,
09-09-2020,4869,2207,11584,15083,7830,16230,15142,6816,4358,8441,15320,8508,28966,8304,27027,44213,10015,-462,23454,8077,4140,8604,30162,8222,117332,5825,17451,
09-10-2020,1874,1544,11387,15178,7695,16303,11959,6898,5461,6447,15269,5742,29272,8253,25815,42165,11027,-178,23832,9191,3980,9018,30342,8003,120625,6077,18044,
09-11-2020,1915,1431,11364,15276,7674,16613,12853,6839,5238,6490,15518,7122,29664,8507,24894,42777,10477,-320,23363,9202,5605,7216,30567,7720,126329,4429,17847,
09-12-2020,2008,1414,11487,15787,7545,17038,12020,7104,5768,6963,15672,6787,28950,9726,24615,45002,10322,210,23525,9067,5188,7531,30812,9065,125020,4543,18102,
09-13-2020,2023,1609,11551,15976,8348,17411,13195,7290,6295,7059,15895,7183,30947,10410,24859,46238,10559,512,23778,9690,6898,7647,30942,9732,126548,4607,18422,
09-14-2020,2033,1124,11438,15630,7346,16366,10880,7142,3966,7464,17034,6476,28978,7903,24951,45297,10395,648,23836,8758,5156,7902,31009,10613,108896,4813,17412,
09-15-2020,1993,1193,11598,16364,7281,16772,10501,6922,5171,6588,15509,6754,28068,8428,24663,43023,10401,-222,24114,9237,6587,8400,31301,9179,105062,4964,17788,
09-16-2020,2007,1304,11192,17052,6983,17269,8170,6980,4406,7546,15714,5470,27870,8718,25332,42679,11081,-174,24396,9374,4948,8751,31389,10596,108006,5100,17354,
09-17-2020,2257,1282,11295,16878,7021,17143,9169,6961,5593,6481,16949,5639,27834,8797,24647,42806,11303,527,24781,9835,4513,7937,31623,8574,115180,4660,16832,
09-18-2020,2165,1303,11033,17717,7348,17620,10229,6769,6221,5750,18408,6647,28174,8636,24482,43497,12196,1294,25106,10166,5350,8269,31915,9788,120190,4760,16818,
09-19-2020,2115,1278,11021,17743,7638,18072,9421,6767,5980,5880,16560,5991,27890,9026,24588,45028,10526,544,24691,10616,5369,8468,32311,8095,117298,4864,17035,
09-20-2020,2132,1179,11116,17924,7593,17558,9076,7050,5872,5713,16350,5004,27484,8788,24645,46420,10478,538,24909,10174,5236,8631,32365,7745,108969,4960,16379,
09-21-2020,2087,1040,11197,16121,7454,17094,8462,7090,5093,5792,15596,5095,27038,8328,24597,45138,10457,-182,24941,9944,8570,7275,46181,7146,99354,4078,16166,
09-22-2020,2125,1097,11384,16885,7680,17129,9222,6829,4232,6747,16934,5576,26752,8124,23572,43944,11129,-127,25180,10318,5151,7782,46390,8491,107162,4192,16553,
09-23-2020,2033,696,11384,16885,5817,16313,9222,5887,1401,6747,16934,5362,24035,8124,23621,42235,11129,-127,25180,7843,3922,7782,8446,8491,92563,4192,16396,
09-24-2020,2232,1179,11762,17665,7307,17578,8943,6627,6965,6165,16707,6542,26917,9626,23885,44970,12289,-75,25769,9395,5367,8471,9101,6555,102518,4591,15889,
09-25-2020,2385,1177,11184,18573,7170,17050,8898,6562,6043,6152,17859,6844,27680,8430,23688,46356,10585,511,26039,9281,5049,7201,9357,7593,108999,3852,16068,
09-26-2020,2318,1358,11228,19515,7272,17969,8352,7002,6687,6698,15845,7001,27950,8460,23649,45105,11230,166,26204,9412,4399,7387,9564,6783,112105,4037,15582,
09-27-2020,2332,1156,11259,19757,7001,17801,9252,6665,5955,5582,16104,6831,28295,8841,23633,46223,11288,341,26326,8891,4973,7669,9794,6721,105561,4199,15407,
09-28-2020,2343,1017,11307,20045,6756,17409,8604,6614,4863,5992,15390,6441,27922,8203,23467,45267,11352,32,26464,8455,4607,7843,9851,7185,98875,4282,15448,
09-29-2020,2332,1079,11251,17810,6665,17208,9395,6811,5927,5208,15140,5564,27865,8337,23007,43989,10513,-338,26229,8848,5041,7055,10064,6400,96710,4036,15303,
09-30-2020,2522,1199,11447,19051,7575,17944,7682,6919,5648,5916,15349,5115,27135,8349,22399,43769,11330,-276,26640,9022,4646,7287,3666,7606,94938,4191,15140,
10-01-2020,1043,1122,11331,19962,7254,17864,7564,7285,5774,6537,15385,5126,27572,9634,22249,44213,12003,-162,26920,9799,4731,7627,3892,8728,99468,4382,15450,
10-02-2020,1043,1122,11331,19962,7254,17864,7564,7285,5774,6537,15385,5126,27572,9634,22249,44213,12003,-162,26920,9799,4731,7627,3892,8728,99468,4382,15450,
10-03-2020,1110,1128,11398,17956,6741,17984,7014,7089,6181,5545,15163,5342,27483,9305,21818,45164,11515,256,26702,10037,5285,6422,4502,7244,102158,3888,15308,
10-04-2020,1120,1292,11423,18194,6593,17441,6999,7159,5129,5706,15663,5573,29081,9185,21835,45910,11568,230,26871,9247,4901,6469,4572,7824,94474,4077,15047,
10-05-2020,1041,1323,11494,18376,6136,14688,7532,7112,4267,4820,16452,4533,30335,8652,21798,44448,11598,482,26938,8930,5089,6625,4572,8639,87758,4256,14784,
10-06-2020,1158,972,11604,19366,6430,26687,7045,7141,4668,5340,15119,4776,27121,8471,21493,44585,12345,-188,27188,8901,7063,6847,4654,7315,86307,4297,14602,
10-07-2020,1171,1053,11458,20278,6595,26437,7613,7170,5460,6041,15023,5027,26949,8603,22232,46125,11625,-74,28037,9134,5245,7013,4834,8517,85082,4459,14187,
10-08-2020,1186,1030,11547,21140,6880,26022,6452,7078,5656,6620,16071,4989,26555,8789,21521,43387,12214,-64,27895,9265,5490,5744,2705,7716,87104,3849,14554,
10-09-2020,1364,970,11585,21999,6811,27075,5602,6816,5148,7217,16821,4917,26530,8845,21411,44767,12882,502,27994,9702,5496,5898,2953,9249,92706,4132,14003,
10-10-2020,1378,1101,11673,22791,8541,28356,6350,7153,6294,7563,17125,5376,29511,9283,21829,46280,13455,1321,28169,11676,6761,6227,3262,10211,99177,4382,14340,
10-11-2020,1200,1131,11756,23206,7775,27739,6804,7448,5520,7770,15557,4613,28529,9287,21882,47275,13598,796,28432,10329,5439,6350,3459,10801,92205,4771,14426,
10-12-2020,1212,1179,11793,23206,8421,27806,7166,8261,5689,7888,15733,4770,29557,9305,21930,49090,13673,1015,28611,10748,5618,6386,3481,11595,92866,4843,14484,
10-13-2020,1421,1246,11961,23598,9085,28221,7957,9114,6796,8159,16437,4998,30201,9342,22056,49787,13747,1321,28680,11115,5789,6531,3523,11981,93516,5097,14558,
10-14-2020,1449,1368,12112,24238,11519,28825,8763,9939,9006,8632,17327,5468,31521,10177,22760,50683,14468,1957,29227,13007,6837,6793,3664,13475,99320,5284,14904,
10-15-2020,1553,1473,12256,25065,13065,30094,9480,10452,10980,9122,17999,5903,33855,10855,23413,51636,15275,2813,29876,14865,7799,7007,4168,14965,105724,5585,15255,
10-16-2020,1743,1554,12437,25467,14577,30663,10243,11554,12580,9520,18829,6440,36808,11556,23982,52928,15916,3632,32073,16563,10858,7213,4538,16476,111171,5771,15601,
