Admin2,Province/State,Country/Region,06-05-2020,06-06-2020,06-07-2020,06-08-2020,06-09-2020,06-10-2020,06-11-2020,06-12-2020,06-13-2020,06-14-2020,06-15-2020,06-16-2020,06-17-2020,06-18-2020,06-19-2020,06-20-2020,06-21-2020,06-22-2020,06-23-2020,06-24-2020,06-25-2020,06-26-2020,06-27-2020,06-28-2020,06-29-2020,06-30-2020,07-01-2020,07-02-2020,07-03-2020,07-04-2020,07-05-2020,07-06-2020,07-07-2020,07-08-2020,07-09-2020,07-10-2020,07-11-2020,07-12-2020,07-13-2020,07-14-2020,07-15-2020,07-16-2020,07-17-2020,07-18-2020,07-19-2020,07-20-2020,07-21-2020,07-22-2020,07-23-2020,07-24-2020,07-25-2020,07-26-2020,07-27-2020,07-28-2020,07-29-2020,07-30-2020,07-31-2020,08-01-2020,08-02-2020,08-03-2020,08-04-2020,08-05-2020,08-06-2020,08-07-2020,08-08-2020,08-09-2020,08-10-2020,08-11-2020,08-12-2020,08-13-2020,08-14-2020,08-15-2020,08-16-2020,08-17-2020,08-18-2020,08-19-2020,08-20-2020,08-21-2020,08-22-2020,08-23-2020,08-24-2020,08-25-2020,08-26-2020,08-27-2020,08-28-2020,08-29-2020,08-30-2020,08-31-2020,09-01-2020,09-02-2020,09-03-2020,09-04-2020,09-05-2020,09-06-2020,09-07-2020,09-08-2020,09-09-2020,09-10-2020,09-11-2020,09-12-2020,09-13-2020,09-14-2020,09-15-2020,09-16-2020,09-17-2020,09-18-2020,09-19-2020,09-20-2020,09-21-2020,09-22-2020,09-23-2020,09-24-2020,09-25-2020,09-26-2020,09-27-2020,09-28-2020,09-29-2020,09-30-2020,10-01-2020,10-02-2020,10-03-2020,10-04-2020,10-05-2020,10-06-2020,10-07-2020,10-08-2020,10-09-2020,10-10-2020,10-11-2020,10-12-2020,10-13-2020,10-14-2020,10-15-2020,10-16-2020,10-17-2020,10-18-2020,10-19-2020,10-20-2020,10-21-2020,10-22-2020,10-23-2020,10-24-2020,10-25-2020,10-26-2020,10-27-2020,10-28-2020,10-29-2020,10-30-2020,10-31-2020,11-01-2020,11-02-2020,11-03-2020,11-04-2020,11-05-2020,11-06-2020,11-07-2020,11-08-2020,11-09-2020,11-10-2020,11-11-2020,11-12-2020,11-13-2020,11-14-2020,11-15-2020,11-16-2020,11-17-2020,11-18-2020,11-19-2020,11-20-2020,11-21-2020,11-22-2020,11-23-2020,11-24-2020,11-25-2020,11-26-2020,11-27-2020,11-28-2020,11-29-2020,11-30-2020,12-01-2020,12-02-2020,12-03-2020,12-04-2020,12-05-2020,12-06-2020,12-07-2020,12-08-2020,12-09-2020,12-10-2020,12-11-2020,12-12-2020,12-13-2020,12-14-2020,12-15-2020,12-16-2020,12-17-2020,12-18-2020,12-19-2020,12-20-2020,12-21-2020,12-22-2020,12-23-2020,12-24-2020,12-25-2020,12-26-2020,12-27-2020,12-28-2020,12-29-2020,12-30-2020,12-31-2020,01-01-2021,01-02-2021,01-03-2021,01-04-2021,01-05-2021,01-06-2021,01-07-2021,01-08-2021,01-09-2021,01-10-2021,01-11-2021,01-12-2021,01-13-2021,01-14-2021,01-15-2021,01-16-2021,01-17-2021,01-18-2021,01-19-2021,01-20-2021
,Blekinge,Sweden,5,5,5,5,7,7,7,7,7,7,8,9,8,9,9,9,9,10,11,12,12,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,20,20,20,21,21,21,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,26,26,26,26,29,32,33,33,33,33,33,33,33,33,33,33,33,33,44,44,44,44,44,44,44,50,50,52,52,52,52,52,55,58,66,66,66,66,66,76,78
,Dalarna,Sweden,147,147,147,147,147,150,150,151,151,151,151,151,153,153,153,153,153,156,156,157,157,157,157,157,157,157,157,157,157,157,157,157,157,159,159,160,160,160,160,160,163,163,165,165,165,165,165,165,169,171,171,171,171,171,171,171,171,171,171,171,172,172,175,172,172,172,173,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,176,176,177,177,177,177,177,177,177,177,177,177,177,177,178,178,179,179,179,179,179,182,182,183,183,183,183,183,183,183,183,183,183,183,183,184,184,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,188,188,189,189,189,189,190,190,190,190,190,190,190,197,198,198,198,198,198,198,201,201,201,201,201,201,201,206,211,211,217,217,217,217,219,219,219,219,219,219,219,224,225,225,225,225,225,225,247,247,259,259,259,259,259,268,268,274,278,278,278,278,278,285
,Gavleborg,Sweden,111,112,112,113,115,118,118,118,118,118,118,119,120,121,121,121,121,122,122,123,126,127,127,127,131,131,131,133,133,133,133,135,135,139,140,140,140,140,144,144,147,149,152,152,152,152,152,154,155,159,159,159,160,160,160,160,160,160,160,160,160,161,161,161,161,161,161,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,165,166,167,167,167,167,167,167,167,167,167,167,167,167,168,168,168,168,168,168,168,169,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,171,171,171,171,171,171,171,171,171,171,171,171,172,172,172,172,172,172,172,172,172,174,174,174,174,184,187,189,189,189,189,189,193,202,202,204,204,204,204,207,211,224,230,230,230,230,250,260,259,265,265,265,265,283,295,295,295,295,295,295,314,319,319,319,319,319,319,341,341,366,371,371,371,371,390,394,430,436,436,436,436,441,446
,Gotland,Sweden,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,11,12,12,12,12,13,14,14,15,15,15,15,17,17,19,19,19,19,19,20,20,21,22,22,22,22,25,25,25,25,25,25,25,27,28,28,28,28,28,28,33,33,34,34,34,34,34,36,36,37,37,37,37,37,39,39
,Halland,Sweden,56,57,57,57,57,60,60,60,60,60,60,60,62,62,62,62,62,63,63,66,66,71,71,71,71,71,72,72,72,72,72,72,72,75,75,75,75,75,75,76,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,84,84,84,84,84,84,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,92,92,95,95,95,95,97,97,98,99,99,99,99,101,104,105,109,109,109,109,109,110,110,111,111,111,111,112,116,116,118,118,118,118,118,125,125,126,126,126,126,126,134,134,134,134,134,134,134,140,140,140,140,140,140,142,142,149,150,150,150,150,153,165,165,172,172,172,172,172,190
,Jamtland Harjedalen,Sweden,33,33,34,34,34,34,34,39,39,39,39,40,40,43,43,43,43,44,44,44,44,48,48,48,48,48,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,62,62,62,62,62,62,62,62,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,99,99,99,99,99,99,99
,Jonkoping,Sweden,144,144,144,146,148,149,150,152,152,152,153,153,155,155,155,155,155,162,164,166,166,167,167,167,169,169,169,169,169,169,169,172,173,175,176,176,176,176,176,177,177,177,178,178,178,178,178,179,179,179,179,179,179,179,179,179,179,179,179,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,182,182,182,182,182,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,184,184,184,184,185,185,185,185,185,185,185,186,187,189,190,190,190,190,189,190,191,192,192,192,192,193,196,197,199,199,199,199,211,214,218,222,222,222,222,228,236,238,241,241,241,241,250,253,258,260,260,260,260,269,272,277,282,282,282,282,293,296,296,296,296,296,296,325,331,331,331,331,331,331,347,347,352,354,354,354,354,366,374,395,398,398,398,398,408,419
,Kalmar,Sweden,39,39,39,39,41,41,41,41,41,41,41,42,42,42,42,42,42,47,47,49,49,50,50,50,51,54,55,57,57,57,57,58,58,58,58,58,58,58,58,58,58,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,70,70,70,70,70,70,70,75,77,77,80,80,80,80,83,83,84,93,93,93,93,93,96,96,96,96,96,96,102,102,102,102,102,102,102,102,102,102,102,102,102,102,118,118,118,120,120,120,120,129,130,131,154,154,154,154,157,162
,Kronoberg,Sweden,76,76,76,79,82,83,84,84,84,84,85,86,86,86,86,86,86,87,89,91,92,94,94,94,94,94,96,96,97,97,97,98,100,100,100,100,100,100,101,101,101,101,102,102,102,102,102,102,102,102,102,102,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,104,104,104,104,104,104,104,104,104,107,107,107,107,108,108,108,108,108,108,108,108,108,108,109,109,109,109,109,109,109,109,109,109,109,109,116,116,116,116,116,116,118,119,121,122,122,122,122,122,122,122,122,122,122,122,107,107,107,107,107,107,107,108,108,108,109,109,109,109,109,110,110,110,110,110,110,112,112,112,112,112,112,112,123,125,126,126,126,126,126,131,131,131,135,135,135,135,136,140,142,143,143,143,143,143,145,145,147,147,147,147,152,152,152,153,153,153,153,154,156,156,159,159,159,159,164,164,168,169,169,169,169,176,179,179,179,179,179,179,188,197,197,197,197,197,197,205,205,212,216,216,216,216,227,231,233,237,237,237,237,253,257
,Norrbotten,Sweden,48,48,48,48,50,53,53,56,56,56,56,56,59,60,60,60,60,60,60,60,60,60,60,60,60,66,67,67,67,67,67,67,67,69,70,70,70,70,70,70,70,70,70,70,70,76,76,77,78,81,81,81,81,82,83,83,83,83,83,83,83,84,84,84,84,84,84,85,85,85,85,85,85,85,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,91,91,91,91,91,91,91,93,93,93,93,93,94,97,97,97,97,97,97,101,104,104,107,107,107,107,107,117,117,117,117,117,117,117,123,123,127,127,127,127,129,133,133,133,133,133,133,133,133,133,133,133,133,133,136,136,136,144,144,144,144,145,149,150,155,155,155,155,155,159
