Admin2,Province/State,Country/Region,09-16-2021,09-17-2021,09-18-2021,09-19-2021
Pike,Illinois,US,56,56,56,56
Pope,Illinois,US,5,5,5,5
Pulaski,Illinois,US,11,11,11,11
Putnam,Illinois,US,4,4,4,4
Randolph,Illinois,US,96,96,96,96
Richland,Illinois,US,52,52,52,52
Rock Island,Illinois,US,342,342,342,342
Saline,Illinois,US,63,63,63,63
Sangamon,Illinois,US,266,266,266,266
Schuyler,Illinois,US,8,8,8,8
Scott,Illinois,US,5,5,5,5
Shelby,Illinois,US,43,43,43,43
St. Clair,Illinois,US,559,561,561,561
Stark,Illinois,US,26,27,27,27
Stephenson,Illinois,US,89,89,89,89
Tazewell,Illinois,US,326,326,326,326
Unassigned,Illinois,US,2432,2432,2432,2432
Union,Illinois,US,45,46,46,46
Vermilion,Illinois,US,181,182,182,182
Wabash,Illinois,US,15,15,15,15
Warren,Illinois,US,56,56,56,56
Washington,Illinois,US,27,27,27,27
Wayne,Illinois,US,56,57,57,57
White,Illinois,US,29,30,30,30
Whiteside,Illinois,US,176,176,176,176
Will,Illinois,US,1082,1083,1083,1083
Williamson,Illinois,US,154,156,156,156
Winnebago,Illinois,US,543,543,543,543
Woodford,Illinois,US,91,91,91,91
Adams,Indiana,US,65,65,65,65
Allen,Indiana,US,747,747,747,747
Bartholomew,Indiana,US,167,167,167,167
Benton,Indiana,US,16,16,16,16
Blackford,Indiana,US,34,34,34,34
Boone,Indiana,US,109,109,109,109
Brown,Indiana,US,46,46,46,46
Carroll,Indiana,US,26,27,27,27
Cass,Indiana,US,117,117,117,117
Clark,Indiana,US,222,224,224,224
Clay,Indiana,US,56,56,56,56
Clinton,Indiana,US,64,64,64,64
Crawford,Indiana,US,18,18,18,18
Daviess,Indiana,US,106,106,106,106
DeKalb,Indiana,US,91,91,91,91
Dearborn,Indiana,US,87,87,87,87
Decatur,Indiana,US,95,95,95,95
Delaware,Indiana,US,217,219,219,219
Dubois,Indiana,US,123,123,123,123
Elkhart,Indiana,US,487,488,488,488
Fayette,Indiana,US,74,76,76,76
Floyd,Indiana,US,202,202,202,202
Fountain,Indiana,US,53,53,53,53
Franklin,Indiana,US,37,37,37,37
Fulton,Indiana,US,51,51,51,51
Gibson,Indiana,US,105,106,106,106
Grant,Indiana,US,196,196,196,196
Greene,Indiana,US,89,89,89,89
Hamilton,Indiana,US,443,445,445,445
Hancock,Indiana,US,160,160,160,160
Harrison,Indiana,US,84,85,85,85
Hendricks,Indiana,US,340,340,340,340
Henry,Indiana,US,127,128,128,128
Howard,Indiana,US,259,262,262,262
Huntington,Indiana,US,91,91,91,91
Jackson,Indiana,US,81,81,81,81
Jasper,Indiana,US,61,61,61,61
Jay,Indiana,US,34,34,34,34
Jefferson,Indiana,US,91,91,91,91
Jennings,Indiana,US,56,56,56,56
Johnson,Indiana,US,415,415,415,415
Knox,Indiana,US,99,99,99,99
Kosciusko,Indiana,US,134,134,134,134
LaGrange,Indiana,US,74,74,74,74
LaPorte,Indiana,US,236,237,237,237
Lake,Indiana,US,1085,1087,1087,1087
Lawrence,Indiana,US,150,150,150,150
Madison,Indiana,US,379,379,379,379
Marion,Indiana,US,1955,1958,1958,1958
Marshall,Indiana,US,128,128,128,128
Martin,Indiana,US,16,16,16,16
Miami,Indiana,US,83,83,83,83
Monroe,Indiana,US,190,190,190,190
Montgomery,Indiana,US,101,102,102,102
Morgan,Indiana,US,158,158,158,158
Newton,Indiana,US,41,42,42,42
Noble,Indiana,US,100,101,101,101
Ohio,Indiana,US,11,11,11,11
Orange,Indiana,US,59,59,59,59
Owen,Indiana,US,61,61,61,61
Parke,Indiana,US,20,20,20,20
Perry,Indiana,US,50,51,51,51
Pike,Indiana,US,38,38,38,38
Porter,Indiana,US,341,341,341,341
Posey,Indiana,US,41,41,41,41
Pulaski,Indiana,US,50,51,51,51
Putnam,Indiana,US,67,67,67,67
Randolph,Indiana,US,87,87,87,87
Ripley,Indiana,US,75,75,75,75
Rush,Indiana,US,30,30,30,30
Scott,Indiana,US,63,63,63,63
Shelby,Indiana,US,106,107,107,107
Spencer,Indiana,US,34,34,34,34
St. Joseph,Indiana,US,584,584,584,584
Starke,Indiana,US,61,61,61,61
Steuben,Indiana,US,67,67,67,67
Sullivan,Indiana,US,47,47,47,47
Switzerland,Indiana,US,10,10,10,10
Tippecanoe,Indiana,US,247,247,247,247
Tipton,Indiana,US,54,54,54,54
Unassigned,Indiana,US,465,468,468,468
Union,Indiana,US,11,11,11,11
Vanderburgh,Indiana,US,437,439,439,439
Vermillion,Indiana,US,50,50,50,50
Vigo,Indiana,US,272,273,273,273
Wabash,Indiana,US,92,92,92,92
Warren,Indiana,US,16,16,16,16
Warrick,Indiana,US,175,176,176,176
Washington,Indiana,US,47,47,47,47
Wayne,Indiana,US,216,218,218,218
Wells,Indiana,US,83,83,83,83
White,Indiana,US,57,57,57,57
Whitley,Indiana,US,51,51,51,51
Adair,Iowa,US,34,34,34,34
Adams,Iowa,US,4,4,4,4
Allamakee,Iowa,US,52,52,52,52
Appanoose,Iowa,US,49,49,49,49
Audubon,Iowa,US,14,14,14,14
Benton,Iowa,US,56,56,56,56
Black Hawk,Iowa,US,334,334,334,334
Boone,Iowa,US,36,36,36,36
Bremer,Iowa,US,65,65,65,65
Buchanan,Iowa,US,38,38,38,38
Buena Vista,Iowa,US,42,42,42,42
Butler,Iowa,US,36,36,36,36
Calhoun,Iowa,US,13,13,13,13
Carroll,Iowa,US,53,53,53,53
Cass,Iowa,US,56,56,56,56
Cedar,Iowa,US,25,25,25,25
Cerro Gordo,Iowa,US,102,102,102,102
Cherokee,Iowa,US,40,40,40,40
Chickasaw,Iowa,US,18,18,18,18
Clarke,Iowa,US,24,24,24,24
Clay,Iowa,US,29,29,29,29
Clayton,Iowa,US,58,58,58,58
Clinton,Iowa,US,97,97,97,97
Crawford,Iowa,US,44,44,44,44
Dallas,Iowa,US,102,102,102,102
Davis,Iowa,US,25,25,25,25
Decatur,Iowa,US,10,10,10,10
Delaware,Iowa,US,43,43,43,43
Des Moines,Iowa,US,82,82,82,82
Dickinson,Iowa,US,46,46,46,46
Dubuque,Iowa,US,218,218,218,218
Emmet,Iowa,US,41,41,41,41
Fayette,Iowa,US,45,45,45,45
Floyd,Iowa,US,42,42,42,42
Franklin,Iowa,US,24,24,24,24
Fremont,Iowa,US,11,11,11,11
Greene,Iowa,US,12,12,12,12
Grundy,Iowa,US,35,35,35,35
Guthrie,Iowa,US,32,32,32,32
Hamilton,Iowa,US,52,52,52,52
Hancock,Iowa,US,35,35,35,35
Hardin,Iowa,US,47,47,47,47
Harrison,Iowa,US,75,75,75,75
Henry,Iowa,US,40,40,40,40
Howard,Iowa,US,22,22,22,22
Humboldt,Iowa,US,26,26,26,26
Ida,Iowa,US,38,38,38,38
Iowa,Iowa,US,25,25,25,25
Jackson,Iowa,US,44,44,44,44
Jasper,Iowa,US,75,75,75,75
Jefferson,Iowa,US,38,38,38,38
Johnson,Iowa,US,90,90,90,90
Jones,Iowa,US,58,58,58,58
Keokuk,Iowa,US,32,32,32,32
Kossuth,Iowa,US,71,71,71,71
Lee,Iowa,US,78,78,78,78
Linn,Iowa,US,353,353,353,353
Louisa,Iowa,US,49,49,49,49
Lucas,Iowa,US,23,23,23,23
Lyon,Iowa,US,41,41,41,41
Madison,Iowa,US,20,20,20,20
Mahaska,Iowa,US,53,53,53,53
Marion,Iowa,US,83,83,83,83
Marshall,Iowa,US,80,80,80,80
Mills,Iowa,US,24,24,24,24
Mitchell,Iowa,US,43,43,43,43
Monona,Iowa,US,33,33,33,33
Monroe,Iowa,US,33,33,33,33
Montgomery,Iowa,US,39,39,39,39
Muscatine,Iowa,US,108,108,108,108
O'Brien,Iowa,US,62,62,62,62
Osceola,Iowa,US,17,17,17,17
Page,Iowa,US,24,24,24,24
Palo Alto,Iowa,US,24,24,24,24
Plymouth,Iowa,US,83,83,83,83
Pocahontas,Iowa,US,23,23,23,23
Polk,Iowa,US,672,672,672,672
Pottawattamie,Iowa,US,183,183,183,183
Poweshiek,Iowa,US,36,36,36,36
Ringgold,Iowa,US,26,26,26,26
Sac,Iowa,US,22,22,22,22
Scott,Iowa,US,261,261,261,261
Shelby,Iowa,US,39,39,39,39
Sioux,Iowa,US,75,75,75,75
Story,Iowa,US,48,48,48,48
Tama,Iowa,US,73,73,73,73
Taylor,Iowa,US,12,12,12,12
Unassigned,Iowa,US,0,0,0,0
Union,Iowa,US,37,37,37,37
Van Buren,Iowa,US,19,19,19,19
Wapello,Iowa,US,128,128,128,128
Warren,Iowa,US,93,93,93,93
Washington,Iowa,US,54,54,54,54
Wayne,Iowa,US,23,23,23,23
Webster,Iowa,US,102,102,102,102
Winnebago,Iowa,US,31,31,31,31
Winneshiek,Iowa,US,37,37,37,37
Woodbury,Iowa,US,233,233,233,233
Worth,Iowa,US,8,8,8,8
Wright,Iowa,US,41,41,41,41
Allen,Kansas,US,24,24,24,24
Anderson,Kansas,US,21,21,21,21
Atchison,Kansas,US,23,23,23,23
Barber,Kansas,US,7,7,7,7
Barton,Kansas,US,51,52,52,52
Bourbon,Kansas,US,36,38,38,38
Brown,Kansas,US,39,39,39,39
Butler,Kansas,US,108,112,112,112
Chase,Kansas,US,3,3,3,3
Chautauqua,Kansas,US,7,8,8,8
Cherokee,Kansas,US,72,72,72,72
Cheyenne,Kansas,US,13,13,13,13
Clark,Kansas,US,7,7,7,7
Clay,Kansas,US,31,31,31,31
Cloud,Kansas,US,25,26,26,26
Coffey,Kansas,US,25,25,25,25
Comanche,Kansas,US,11,11,11,11
Cowley,Kansas,US,118,118,118,118
Crawford,Kansas,US,101,101,101,101
Decatur,Kansas,US,12,12,12,12
Dickinson,Kansas,US,54,55,55,55
Doniphan,Kansas,US,27,27,27,27
Douglas,Kansas,US,95,95,95,95
Edwards,Kansas,US,12,12,12,12
Elk,Kansas,US,5,5,5,5
Ellis,Kansas,US,74,74,74,74
Ellsworth,Kansas,US,26,27,27,27
Finney,Kansas,US,77,78,78,78
Ford,Kansas,US,85,85,85,85
Franklin,Kansas,US,52,52,52,52
Geary,Kansas,US,52,52,52,52
Gove,Kansas,US,21,21,21,21
Graham,Kansas,US,10,10,10,10
Grant,Kansas,US,24,24,24,24
Gray,Kansas,US,14,14,14,14
Greeley,Kansas,US,2,2,2,2
Greenwood,Kansas,US,11,11,11,11
Hamilton,Kansas,US,1,1,1,1
Harper,Kansas,US,19,19,19,19
Harvey,Kansas,US,74,77,77,77
Haskell,Kansas,US,8,8,8,8
Hodgeman,Kansas,US,10,10,10,10
Jackson,Kansas,US,19,19,19,19
Jefferson,Kansas,US,44,45,45,45
Jewell,Kansas,US,6,6,6,6
Johnson,Kansas,US,868,872,872,872
Kearny,Kansas,US,10,10,10,10
Kingman,Kansas,US,17,17,17,17
Kiowa,Kansas,US,4,4,4,4
Labette,Kansas,US,58,59,59,59
Lane,Kansas,US,7,7,7,7
Leavenworth,Kansas,US,116,117,117,117
Lincoln,Kansas,US,5,5,5,5
Linn,Kansas,US,14,14,14,14
Logan,Kansas,US,7,7,7,7
Lyon,Kansas,US,90,90,90,90
Marion,Kansas,US,25,25,25,25
Marshall,Kansas,US,28,28,28,28
McPherson,Kansas,US,90,90,90,90
Meade,Kansas,US,14,14,14,14
Miami,Kansas,US,51,53,53,53
Mitchell,Kansas,US,18,18,18,18
Montgomery,Kansas,US,97,98,98,98
Morris,Kansas,US,23,23,23,23
Morton,Kansas,US,8,8,8,8
Nemaha,Kansas,US,56,56,56,56
Neosho,Kansas,US,43,44,44,44
Ness,Kansas,US,16,16,16,16
Norton,Kansas,US,30,30,30,30
Osage,Kansas,US,30,30,30,30
Osborne,Kansas,US,13,13,13,13
Ottawa,Kansas,US,14,15,15,15
Out of KS,Kansas,US,0,0,0,0
Pawnee,Kansas,US,15,15,15,15
Phillips,Kansas,US,26,26,26,26
Pottawatomie,Kansas,US,39,39,39,39
Pratt,Kansas,US,26,26,26,26
Rawlins,Kansas,US,7,7,7,7
Reno,Kansas,US,153,155,155,155
Republic,Kansas,US,14,14,14,14
Rice,Kansas,US,13,13,13,13
Riley,Kansas,US,57,57,57,57
Rooks,Kansas,US,11,11,11,11
Rush,Kansas,US,15,15,15,15
Russell,Kansas,US,30,31,31,31
Saline,Kansas,US,163,164,164,164
Scott,Kansas,US,26,27,27,27
Sedgwick,Kansas,US,881,897,897,897
Seward,Kansas,US,43,43,43,43
Shawnee,Kansas,US,418,424,424,424
Sheridan,Kansas,US,14,14,14,14
Sherman,Kansas,US,13,13,13,13
Smith,Kansas,US,3,3,3,3
Stafford,Kansas,US,13,13,13,13
Stanton,Kansas,US,6,6,6,6
Stevens,Kansas,US,11,12,12,12
Sumner,Kansas,US,57,57,57,57
Thomas,Kansas,US,21,21,21,21
Trego,Kansas,US,8,8,8,8
Unassigned,Kansas,US,0,0,0,0
Wabaunsee,Kansas,US,16,16,16,16
Wallace,Kansas,US,4,4,4,4
Washington,Kansas,US,15,15,15,15
Wichita,Kansas,US,6,6,6,6
Wilson,Kansas,US,27,28,28,28
Woodson,Kansas,US,8,8,8,8
Wyandotte,Kansas,US,338,345,345,345
Adair,Kentucky,US,61,62,62,62
Allen,Kentucky,US,58,59,59,59
Anderson,Kentucky,US,31,31,31,31
Ballard,Kentucky,US,16,16,16,16
Barren,Kentucky,US,116,116,116,116
Bath,Kentucky,US,24,24,24,24
Bell,Kentucky,US,72,72,72,72
Boone,Kentucky,US,169,169,169,169
Bourbon,Kentucky,US,22,22,22,22
Boyd,Kentucky,US,87,87,87,87
Boyle,Kentucky,US,80,80,80,80
Bracken,Kentucky,US,8,8,8,8
Breathitt,Kentucky,US,16,16,16,16
Breckinridge,Kentucky,US,20,20,20,20
Bullitt,Kentucky,US,99,102,102,102
Butler,Kentucky,US,29,29,29,29
Caldwell,Kentucky,US,40,41,41,41
Calloway,Kentucky,US,56,56,56,56
Campbell,Kentucky,US,85,85,85,85
Carlisle,Kentucky,US,10,10,10,10
Carroll,Kentucky,US,21,21,21,21
Carter,Kentucky,US,47,47,47,47
Casey,Kentucky,US,46,46,46,46
Christian,Kentucky,US,115,116,116,116
Clark,Kentucky,US,32,32,32,32
Clay,Kentucky,US,52,52,52,52
Clinton,Kentucky,US,32,32,32,32
Crittenden,Kentucky,US,30,30,30,30
Cumberland,Kentucky,US,13,13,13,13
Daviess,Kentucky,US,227,230,230,230
Edmonson,Kentucky,US,26,26,26,26
Elliott,Kentucky,US,2,2,2,2
Estill,Kentucky,US,12,12,12,12
Fayette,Kentucky,US,347,350,350,350
Fleming,Kentucky,US,26,26,26,26
Floyd,Kentucky,US,87,87,87,87
Franklin,Kentucky,US,66,66,66,66
Fulton,Kentucky,US,16,16,16,16
Gallatin,Kentucky,US,35,35,35,35
Garrard,Kentucky,US,39,39,39,39
Grant,Kentucky,US,26,26,26,26
Graves,Kentucky,US,113,114,114,114
Grayson,Kentucky,US,68,69,69,69
Green,Kentucky,US,19,19,19,19
Greenup,Kentucky,US,68,68,68,68
Hancock,Kentucky,US,16,16,16,16
Hardin,Kentucky,US,206,206,206,206
Harlan,Kentucky,US,101,101,101,101
Harrison,Kentucky,US,29,29,29,29
Hart,Kentucky,US,58,58,58,58
Henderson,Kentucky,US,88,89,89,89
Henry,Kentucky,US,23,23,23,23
Hickman,Kentucky,US,17,17,17,17
Hopkins,Kentucky,US,175,177,177,177
Jackson,Kentucky,US,42,43,43,43
Jefferson,Kentucky,US,1451,1453,1453,1453
Jessamine,Kentucky,US,82,82,82,82
Johnson,Kentucky,US,40,40,40,40
Kenton,Kentucky,US,228,229,229,229
Knott,Kentucky,US,29,29,29,29
Knox,Kentucky,US,49,49,49,49
Larue,Kentucky,US,30,30,30,30
Laurel,Kentucky,US,87,87,87,87
Lawrence,Kentucky,US,34,34,34,34
Lee,Kentucky,US,29,29,29,29
Leslie,Kentucky,US,11,12,12,12
Letcher,Kentucky,US,54,54,54,54
Lewis,Kentucky,US,48,48,48,48
Lincoln,Kentucky,US,70,72,72,72
Livingston,Kentucky,US,32,33,33,33
Logan,Kentucky,US,77,77,77,77
Lyon,Kentucky,US,24,24,24,24
Madison,Kentucky,US,124,125,125,125
Magoffin,Kentucky,US,18,18,18,18
Marion,Kentucky,US,40,40,40,40
Marshall,Kentucky,US,74,75,75,75
Martin,Kentucky,US,25,26,26,26
Mason,Kentucky,US,46,47,47,47
McCracken,Kentucky,US,154,154,154,154
McCreary,Kentucky,US,37,37,37,37
McLean,Kentucky,US,32,32,32,32
Meade,Kentucky,US,30,30,30,30
Menifee,Kentucky,US,17,19,19,19
Mercer,Kentucky,US,59,59,59,59
Metcalfe,Kentucky,US,36,36,36,36
Monroe,Kentucky,US,49,49,49,49
Montgomery,Kentucky,US,37,37,37,37
Morgan,Kentucky,US,5,6,6,6
Muhlenberg,Kentucky,US,81,81,81,81
Nelson,Kentucky,US,71,71,71,71
Nicholas,Kentucky,US,10,10,10,10
Ohio,Kentucky,US,63,65,65,65
Oldham,Kentucky,US,88,88,88,88
Owen,Kentucky,US,16,16,16,16
Owsley,Kentucky,US,16,16,16,16
Pendleton,Kentucky,US,11,12,12,12
Perry,Kentucky,US,76,76,76,76
Pike,Kentucky,US,138,139,139,139
Powell,Kentucky,US,15,15,15,15
Pulaski,Kentucky,US,145,145,145,145
Robertson,Kentucky,US,15,15,15,15
Rockcastle,Kentucky,US,25,25,25,25
Rowan,Kentucky,US,22,25,25,25
Russell,Kentucky,US,51,51,51,51
Scott,Kentucky,US,38,38,38,38
Shelby,Kentucky,US,93,93,93,93
Simpson,Kentucky,US,47,47,47,47
Spencer,Kentucky,US,27,27,27,27
Taylor,Kentucky,US,64,64,64,64
Todd,Kentucky,US,28,29,29,29
Trigg,Kentucky,US,19,19,19,19
Trimble,Kentucky,US,9,9,9,9
Unassigned,Kentucky,US,0,0,0,0
Union,Kentucky,US,21,22,22,22
Warren,Kentucky,US,216,217,217,217
Washington,Kentucky,US,42,42,42,42
Wayne,Kentucky,US,53,53,53,53
Webster,Kentucky,US,29,31,31,31
Whitley,Kentucky,US,67,67,67,67
Wolfe,Kentucky,US,8,8,8,8
Woodford,Kentucky,US,25,25,25,25
Acadia,Louisiana,US,233,234,234,234
Allen,Louisiana,US,103,103,103,103
Ascension,Louisiana,US,221,222,222,222
Assumption,Louisiana,US,54,54,54,54
Avoyelles,Louisiana,US,164,164,164,164
Beauregard,Louisiana,US,106,107,107,107
Bienville,Louisiana,US,87,87,87,87
Bossier,Louisiana,US,366,366,366,366
Caddo,Louisiana,US,886,895,895,895
Calcasieu,Louisiana,US,556,556,556,556
Caldwell,Louisiana,US,36,36,36,36
Cameron,Louisiana,US,8,8,8,8
Catahoula,Louisiana,US,45,45,45,45
Claiborne,Louisiana,US,59,59,59,59
Concordia,Louisiana,US,73,73,73,73
De Soto,Louisiana,US,106,106,106,106
East Baton Rouge,Louisiana,US,1088,1092,1092,1092
East Carroll,Louisiana,US,30,30,30,30
East Feliciana,Louisiana,US,137,138,138,138
Evangeline,Louisiana,US,115,118,118,118
Franklin,Louisiana,US,133,133,133,133
Grant,Louisiana,US,73,73,73,73
Iberia,Louisiana,US,212,213,213,213
Iberville,Louisiana,US,121,121,121,121
Jackson,Louisiana,US,59,59,59,59
Jefferson,Louisiana,US,1087,1088,1088,1088
Jefferson Davis,Louisiana,US,114,114,114,114
LaSalle,Louisiana,US,44,44,44,44
Lafayette,Louisiana,US,378,378,378,378
Lafourche,Louisiana,US,269,269,269,269
Lincoln,Louisiana,US,107,111,111,111
Livingston,Louisiana,US,342,343,343,343
Madison,Louisiana,US,50,50,50,50
Morehouse,Louisiana,US,105,105,105,105
Natchitoches,Louisiana,US,119,120,120,120
Orleans,Louisiana,US,942,947,947,947
Ouachita,Louisiana,US,536,541,541,541
Out of LA,Louisiana,US,0,0,0,0
Plaquemines,Louisiana,US,35,35,35,35
Pointe Coupee,Louisiana,US,81,81,81,81
Rapides,Louisiana,US,426,430,430,430
Red River,Louisiana,US,42,42,42,42
Richland,Louisiana,US,73,73,73,73
Sabine,Louisiana,US,74,75,75,75
St. Bernard,Louisiana,US,88,89,89,89
St. Charles,Louisiana,US,117,117,117,117
St. Helena,Louisiana,US,14,14,14,14
St. James,Louisiana,US,62,62,62,62
St. John the Baptist,Louisiana,US,156,156,156,156
St. Landry,Louisiana,US,318,319,319,319
St. Martin,Louisiana,US,153,153,153,153
St. Mary,Louisiana,US,204,205,205,205
St. Tammany,Louisiana,US,658,661,661,661
Tangipahoa,Louisiana,US,453,453,453,453
Tensas,Louisiana,US,8,8,8,8
Terrebonne,Louisiana,US,289,290,290,290
Unassigned,Louisiana,US,0,0,0,0
Union,Louisiana,US,94,95,95,95
Vermilion,Louisiana,US,169,170,170,170
Vernon,Louisiana,US,144,144,144,144
Washington,Louisiana,US,193,193,193,193
Webster,Louisiana,US,138,138,138,138
West Baton Rouge,Louisiana,US,71,71,71,71
West Carroll,Louisiana,US,46,46,46,46
West Feliciana,Louisiana,US,39,39,39,39
Winn,Louisiana,US,57,57,57,57
Androscoggin,Maine,US,89,90,90,90
Aroostook,Maine,US,68,68,68,68
Cumberland,Maine,US,213,213,213,213
Franklin,Maine,US,17,17,17,17
Hancock,Maine,US,46,46,46,46
Kennebec,Maine,US,87,87,87,87
Knox,Maine,US,10,10,10,10
Lincoln,Maine,US,4,4,4,4
Out of ME,Maine,US,0,0,0,0
Oxford,Maine,US,71,71,71,71
Penobscot,Maine,US,126,126,127,127
Piscataquis,Maine,US,7,7,7,7
Sagadahoc,Maine,US,12,12,12,12
Somerset,Maine,US,38,38,38,40
Unassigned,Maine,US,0,0,0,0
Waldo,Maine,US,26,27,27,27
Washington,Maine,US,20,20,20,20
York,Maine,US,145,145,145,145
Allegany,Maryland,US,224,225,226,226
Anne Arundel,Maryland,US,707,708,710,710
Baltimore,Maryland,US,1746,1747,1748,1748
Baltimore City,Maryland,US,1294,1298,1298,1298
Calvert,Maryland,US,91,91,91,91
Caroline,Maryland,US,38,38,38,38
Carroll,Maryland,US,270,271,273,273
Cecil,Maryland,US,164,164,164,164
Charles,Maryland,US,228,230,229,229
Dorchester,Maryland,US,70,70,70,70
Frederick,Maryland,US,357,359,359,359
Garrett,Maryland,US,69,69,69,69
Harford,Maryland,US,319,323,326,326
Howard,Maryland,US,268,269,269,269
Kent,Maryland,US,52,52,52,52
Montgomery,Maryland,US,1664,1665,1669,1669
Prince George's,Maryland,US,1650,1656,1657,1657
Queen Anne's,Maryland,US,59,59,60,60
Somerset,Maryland,US,46,46,46,46
St. Mary's,Maryland,US,141,141,142,142
Talbot,Maryland,US,49,49,49,49
Unassigned,Maryland,US,71,57,54,54
Washington,Maryland,US,355,356,356,356
Wicomico,Maryland,US,195,196,197,197
Worcester,Maryland,US,111,111,111,111
Barnstable,Massachusetts,US,494,495,495,495
Berkshire,Massachusetts,US,310,309,309,309
Bristol,Massachusetts,US,1803,1803,1803,1803
Dukes and Nantucket,Massachusetts,US,6,6,6,6
Essex,Massachusetts,US,2447,2450,2450,2450
Franklin,Massachusetts,US,115,115,115,115
Hampden,Massachusetts,US,1589,1593,1593,1593
Hampshire,Massachusetts,US,307,309,309,309
Middlesex,Massachusetts,US,3842,3844,3844,3844
Norfolk,Massachusetts,US,1831,1834,1834,1834
Plymouth,Massachusetts,US,1479,1482,1482,1482
Suffolk,Massachusetts,US,1876,1878,1878,1878
Unassigned,Massachusetts,US,6,6,6,6
Worcester,Massachusetts,US,2318,2321,2321,2321
Alcona,Michigan,US,37,37,37,37
Alger,Michigan,US,7,7,7,7
Allegan,Michigan,US,169,169,169,169
Alpena,Michigan,US,67,68,68,68
Antrim,Michigan,US,33,33,33,33
Arenac,Michigan,US,31,31,31,31
Baraga,Michigan,US,43,43,43,43
Barry,Michigan,US,74,75,75,75
Bay,Michigan,US,367,367,367,367
Benzie,Michigan,US,38,38,38,38
Berrien,Michigan,US,307,308,308,308
Branch,Michigan,US,105,106,106,106
Calhoun,Michigan,US,332,332,332,332
Cass,Michigan,US,83,83,83,83
Charlevoix,Michigan,US,28,29,29,29
Cheboygan,Michigan,US,54,55,55,55
Chippewa,Michigan,US,35,35,35,35
Clare,Michigan,US,89,89,89,89
Clinton,Michigan,US,98,99,99,99
Crawford,Michigan,US,15,15,15,15
Delta,Michigan,US,98,98,98,98
Dickinson,Michigan,US,75,75,75,75
Eaton,Michigan,US,218,220,220,220
Emmet,Michigan,US,45,45,45,45
Federal Correctional Institution (FCI),Michigan,US,5,5,5,5
Genesee,Michigan,US,1017,1018,1018,1018
Gladwin,Michigan,US,62,62,62,62
Gogebic,Michigan,US,53,53,53,53
Grand Traverse,Michigan,US,105,107,107,107
Gratiot,Michigan,US,123,123,123,123
Hillsdale,Michigan,US,103,105,105,105
Houghton,Michigan,US,47,47,47,47
Huron,Michigan,US,87,87,87,87
Ingham,Michigan,US,424,427,427,427
Ionia,Michigan,US,84,84,84,84
Iosco,Michigan,US,81,82,82,82
Iron,Michigan,US,53,53,53,53
Isabella,Michigan,US,103,103,103,103
Jackson,Michigan,US,307,310,310,310
Kalamazoo,Michigan,US,429,432,432,432
Kalkaska,Michigan,US,29,29,29,29
Kent,Michigan,US,907,911,911,911
Keweenaw,Michigan,US,2,4,4,4
Lake,Michigan,US,17,17,17,17
Lapeer,Michigan,US,220,221,221,221
Leelanau,Michigan,US,22,22,22,22
Lenawee,Michigan,US,180,180,180,180
Livingston,Michigan,US,209,211,211,211
Luce,Michigan,US,5,5,5,5
Mackinac,Michigan,US,4,4,4,4
Macomb,Michigan,US,2562,2569,2569,2569
Manistee,Michigan,US,29,29,29,29
Marquette,Michigan,US,67,68,68,68
Mason,Michigan,US,41,42,42,42
Mecosta,Michigan,US,39,39,39,39
Menominee,Michigan,US,46,46,46,46
Michigan Department of Corrections (MDOC),Michigan,US,155,155,155,155
Midland,Michigan,US,106,106,106,106
Missaukee,Michigan,US,29,29,29,29
Monroe,Michigan,US,278,280,280,280
Montcalm,Michigan,US,121,121,121,121
Montmorency,Michigan,US,21,21,21,21
Muskegon,Michigan,US,384,389,389,389
Newaygo,Michigan,US,71,71,71,71
Oakland,Michigan,US,2544,2553,2553,2553
Oceana,Michigan,US,63,63,63,63
Ogemaw,Michigan,US,45,45,45,45
Ontonagon,Michigan,US,22,22,22,22
Osceola,Michigan,US,32,32,32,32
Oscoda,Michigan,US,31,31,31,31
Otsego,Michigan,US,43,43,43,43
Ottawa,Michigan,US,459,462,462,462
Out of MI,Michigan,US,16,16,16,16
Presque Isle,Michigan,US,35,35,35,35
Roscommon,Michigan,US,57,57,57,57
Saginaw,Michigan,US,647,647,647,647
Sanilac,Michigan,US,127,127,127,127
Schoolcraft,Michigan,US,5,5,5,5
Shiawassee,Michigan,US,116,117,117,117
St. Clair,Michigan,US,472,474,474,474
St. Joseph,Michigan,US,105,106,106,106
Tuscola,Michigan,US,182,182,182,182
Unassigned,Michigan,US,0,0,0,0
Van Buren,Michigan,US,148,148,148,148
Washtenaw,Michigan,US,309,309,309,309
Wayne,Michigan,US,5337,5349,5349,5349
Wexford,Michigan,US,50,50,50,50
Aitkin,Minnesota,US,38,38,38,38
Anoka,Minnesota,US,478,479,479,479
Becker,Minnesota,US,59,59,59,59
Beltrami,Minnesota,US,72,72,72,72
Benton,Minnesota,US,100,101,101,101
Big Stone,Minnesota,US,4,4,4,4
Blue Earth,Minnesota,US,47,47,47,47
Brown,Minnesota,US,43,43,43,43
Carlton,Minnesota,US,59,59,59,59
Carver,Minnesota,US,52,52,52,52
Cass,Minnesota,US,35,35,35,35
Chippewa,Minnesota,US,39,39,39,39
Chisago,Minnesota,US,57,58,58,58
Clay,Minnesota,US,95,95,95,95
Clearwater,Minnesota,US,18,18,18,18
