Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Port Quarantine,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Unknown,Wakayama,Yamagata,Yamaguchi,Yamanashi
Country/Region,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
12-26-2020,12509,93,376,8108,345,317,6595,610,1525,1709,1484,10713,7607,1987,864,261,189,831,16018,415,1307,3282,1051,1532,622,979,298,1487,405,529,762,4746,24339,1691,389,9991,872,171,2019,884,179,47751,65,454,8,548,249,413,453
12-27-2020,12719,93,377,8195,347,318,6688,623,1552,1756,1524,10851,7746,2020,870,278,193,831,16492,451,1337,3282,1059,1552,622,984,298,1507,405,538,762,4774,24656,1699,393,10129,873,176,2041,916,179,48121,65,457,8,550,264,416,453
12-28-2020,12933,94,377,8303,348,319,6765,636,1581,1756,1580,10906,7871,2045,875,285,196,844,16834,461,1337,3282,1064,1569,638,991,298,1515,410,540,762,4805,24942,1700,394,10353,877,175,2059,935,179,48442,65,459,8,550,275,420,453
12-29-2020,13118,94,380,8450,350,320,6872,640,1599,1842,1652,10988,8004,2061,880,287,196,856,16977,470,1384,3431,1082,1602,647,1005,311,1555,418,544,762,4822,25062,1708,403,10500,893,175,2117,956,179,48932,65,462,8,559,280,427,465
12-30-2020,13329,94,382,8595,354,321,7107,653,1646,1842,1677,11106,8104,2090,895,289,199,856,17010,490,1384,3431,1090,1653,647,1014,311,1578,425,553,762,4852,25468,1712,405,10697,899,177,2139,976,179,49626,65,468,8,561,288,438,465
12-31-2020,13457,99,382,8660,358,321,7193,672,1669,1898,1724,11168,8264,2105,906,290,203,875,17340,510,1408,3431,1104,1675,647,1021,311,1602,426,560,762,4880,25683,1741,406,10820,917,177,2159,990,182,49983,66,475,8,562,292,448,465
01-01-2021,13596,100,385,8660,365,325,7272,673,1706,1935,1778,11309,8404,2123,915,297,206,875,17855,540,1466,3431,1108,1694,668,1029,311,1620,436,561,762,4902,25866,1750,409,11017,937,178,2177,1006,183,50365,66,478,8,565,304,460,482
01-02-2021,13797,102,391,8855,367,325,7272,695,1739,1964,2132,11418,8561,2147,920,302,212,880,17993,554,1466,3829,1119,1732,668,1039,311,1646,436,573,762,4939,26002,1755,409,11171,949,181,2195,1039,183,50861,66,481,8,569,303,464,482
01-03-2021,13976,103,394,8939,369,327,7272,703,1810,1995,2290,11466,8677,2167,924,302,215,880,18257,573,1495,3829,1132,1760,668,1049,311,1674,438,579,762,4972,26181,1778,424,11357,963,182,2215,1061,183,51295,67,483,8,570,303,470,482
01-04-2021,14129,110,395,9016,379,327,7272,744,1851,2015,2364,11521,8844,2201,927,307,225,905,18701,582,1539,3829,1138,1815,668,1057,311,1696,445,588,762,5002,26337,1787,428,11580,986,187,2221,1072,184,51657,72,491,8,570,317,476,482
01-05-2021,14385,116,410,9122,390,331,7633,759,1893,2015,2421,11598,8999,2223,935,314,229,914,19160,591,1580,3799,1149,1831,692,1077,444,1760,450,597,762,5053,26470,1800,432,11726,1003,189,2242,1099,184,52036,72,496,8,572,321,480,503
01-06-2021,14541,119,423,9122,394,331,7780,770,1948,2094,2562,11771,9183,2253,943,321,232,922,19811,604,1580,3989,1172,1966,700,1099,467,1777,476,604,1032,5104,26666,1812,440,11853,1041,193,2278,1173,185,52646,74,510,8,577,332,496,509
01-07-2021,14766,122,432,9452,403,333,7882,783,2024,2151,2635,12023,9386,2287,962,328,244,931,20247,615,1620,4103,1189,1997,710,1112,488,1807,480,611,1032,5142,26950,1815,448,12003,1050,196,2330,1200,185,53256,74,519,8,585,340,516,523
01-08-2021,15030,128,436,9649,412,334,7882,794,2108,2161,2734,12228,9565,2324,971,331,250,969,20667,622,1650,4194,1203,2022,710,1114,500,1841,486,634,1032,5158,27515,1822,450,12041,1071,202,2385,1225,187,53952,79,520,8,592,345,525,523
01-09-2021,15251,129,451,9735,417,334,7978,810,2162,2192,2734,12458,9795,2343,981,338,254,975,21154,630,1680,4368,1223,2072,728,1137,517,1869,497,642,1241,5212,27788,1827,457,12227,1090,205,2430,1267,188,54774,84,524,8,596,355,540,546
01-10-2021,15474,133,464,9864,431,338,8113,838,2213,2233,2880,12573,10096,2377,993,340,256,975,21617,635,1719,4368,1223,2104,728,1159,517,1905,503,658,1241,5240,28064,1845,460,12357,1091,204,2449,1289,188,55542,86,527,8,607,355,554,546
01-11-2021,15634,135,473,9935,434,344,8113,868,2258,2267,2986,12692,10293,2409,1005,342,257,975,21854,645,1742,4368,1242,2126,767,1172,517,1933,505,667,1241,5280,28376,1861,464,12553,1117,207,2460,1344,188,56046,92,533,8,616,361,556,546
01-12-2021,15857,142,481,9992,443,345,8300,885,2313,2303,3016,12767,10452,2443,1011,342,259,1000,22081,651,1767,4368,1251,2137,791,1190,517,1959,510,677,1241,5309,28585,1872,469,12843,1148,206,2474,1360,188,56551,95,534,8,631,362,568,546
01-13-2021,16014,147,491,10163,456,347,8391,891,2372,2303,3152,12895,10477,2488,1023,344,280,1012,22601,656,1767,4604,1281,2161,836,1237,628,2001,535,687,1241,5344,28766,1884,478,13260,1170,207,2523,1386,189,57413,97,541,8,646,364,572,588
01-14-2021,16171,150,505,10614,479,349,8512,915,2468,2320,3236,13064,10528,2555,1041,349,282,1057,23330,665,1823,4604,1297,2229,885,1282,639,2042,545,702,1241,5406,29110,1903,488,13535,1209,209,2560,1493,190,58655,104,547,8,661,365,584,603
01-15-2021,16384,152,517,10928,499,350,8683,948,2539,2390,3369,13201,10678,2610,1058,356,302,1057,24207,673,1901,4702,1322,2259,923,1337,662,2063,558,718,1241,5457,29466,1907,504,13658,1219,214,2626,1624,192,59908,115,558,8,679,369,600,620
01-16-2021,16623,156,525,10928,522,351,8979,979,2638,2460,3485,13344,10865,2705,1070,362,311,1057,25084,690,1901,5013,1349,2314,990,1387,692,2101,569,737,1434,5521,29859,1917,516,13765,1260,213,2694,1653,197,61555,118,583,8,701,376,610,650
01-17-2021,16891,157,529,11126,538,359,8979,1012,2690,2548,3579,13444,11048,2790,1084,365,320,1057,25594,700,1982,5013,1375,2326,990,1429,692,2135,584,752,1434,5585,30372,1936,524,13765,1330,219,2763,1743,207,63279,122,590,8,715,382,620,650
01-18-2021,17144,159,533,11265,555,369,8979,1048,2785,2634,3645,13560,11213,2857,1108,370,331,1125,26507,705,2034,5013,1387,2345,990,1493,692,2173,589,764,1434,5633,30989,1939,551,14101,1345,221,2844,1766,209,64099,123,603,8,722,389,633,650
01-19-2021,17400,164,542,11368,573,373,9470,1081,2858,2634,3708,13695,11454,2911,1120,379,340,1125,27345,714,2034,5013,1430,2353,1130,1536,843,2202,612,780,1434,5697,31302,1940,573,14361,1355,219,2931,1870,211,65169,126,627,8,737,396,740,680
01-20-2021,17687,166,554,11967,613,376,9580,1128,2934,2715,3787,13866,11714,3050,1133,386,357,1176,28622,721,2176,5327,1475,2411,1230,1595,879,2263,633,792,1434,5752,31931,1946,584,14664,1402,223,3002,2092,214,66881,128,659,8,755,400,740,703
01-21-2021,17940,169,570,12708,640,378,9832,1161,2934,2841,3863,14001,11912,3144,1145,391,368,1236,29569,731,2243,5433,1496,2549,1275,1662,920,2289,652,803,1434,5808,32604,1956,605,16201,1438,224,3110,2229,220,68901,132,676,8,769,401,740,720
01-22-2021,18179,170,573,13084,661,378,10126,1187,3130,2841,3906,14173,12098,3216,1156,399,378,1236,30558,733,2243,5609,1524,2597,1304,1711,937,2323,665,817,1434,5879,33131,1974,616,16759,1469,227,3190,2326,223,70417,139,693,8,781,404,740,736
01-23-2021,18466,172,583,13185,683,382,10492,1219,3174,2945,3945,14365,12321,3296,1169,401,386,1272,31314,738,2243,5850,1547,2619,1339,1778,981,2367,681,831,1750,5952,33519,1985,652,17201,1507,228,3271,2454,231,72355,144,709,8,791,411,701,753
01-24-2021,18774,178,599,13277,710,387,10666,1254,3246,3021,4009,14511,12534,3385,1188,410,397,1272,32106,744,2243,5850,1558,2666,1339,1834,981,2400,692,853,1750,6032,34070,1991,684,17483,1514,230,3302,2556,233,73890,149,723,8,804,412,718,753
01-25-2021,18774,178,599,13277,710,387,10666,1254,3246,3021,4009,14511,12534,3385,1188,410,397,1272,32106,744,2243,5850,1558,2666,1339,1834,981,2400,692,853,1750,6032,34070,1991,684,17483,1514,230,3302,2556,233,73890,149,723,8,804,412,718,753
01-26-2021,19448,185,614,13870,749,397,11516,1298,3360,3085,4119,14709,12966,3540,1227,427,415,1320,33485,756,2497,6211,1597,2788,1457,1898,1087,2471,722,873,1750,6247,35088,2011,723,18278,1549,232,3369,2715,240,76397,150,744,8,837,416,735,808
01-27-2021,19752,193,624,14360,765,404,12137,1320,3453,3221,4159,14901,13201,3646,1238,432,424,1320,34310,763,2635,6211,1651,2812,1489,1957,1116,2505,732,890,1750,6331,35482,2032,744,18921,1587,237,3449,2817,252,78028,152,753,8,857,418,756,813
01-28-2021,20061,203,631,15563,786,412,12358,1347,3493,3278,4237,15052,13417,3713,1256,436,443,1341,34939,776,2714,6457,1679,2862,1515,1984,1155,2570,748,893,1750,6391,35915,2034,761,19170,1632,239,3554,2857,263,79560,154,765,8,874,422,789,821
01-29-2021,20268,206,639,15897,805,415,12358,1378,3535,3309,4257,15203,13550,3768,1277,439,448,1359,35600,791,2777,6622,1718,2923,1541,2014,1162,2615,754,909,1750,6481,36466,2043,781,19649,1670,241,3638,2890,279,81767,157,774,8,887,427,816,831
01-30-2021,20476,207,643,16026,826,419,12358,1404,3614,3368,4286,15302,13609,3872,1290,445,457,1394,36092,792,2815,6792,1744,2975,1571,2036,1199,2641,767,931,2013,6546,36956,2059,801,20013,1680,248,3725,3024,291,83768,161,783,8,902,430,837,840
01-31-2021,20476,207,643,16026,826,419,12358,1404,3614,3368,4286,15302,13609,3872,1290,445,457,1394,36092,792,2815,6792,1744,2975,1571,2036,1199,2641,767,931,2013,6546,36956,2059,801,20013,1680,248,3725,3024,291,83768,161,783,8,902,430,837,840
02-01-2021,21014,212,646,16263,852,428,13523,1440,3688,3442,4358,15479,14023,4006,1323,449,477,1394,37136,798,2910,6792,1785,3060,1571,2079,1199,2688,768,960,2013,6691,37869,2061,838,20553,1799,241,3854,3215,310,85698,164,795,8,934,434,889,840
02-02-2021,21207,216,652,16732,860,429,13523,1457,3728,3466,4381,15579,14178,4116,1331,451,486,1444,37510,802,2943,7055,1814,3104,1652,2111,1262,2711,793,980,2013,6741,38187,2067,857,21061,1828,245,3912,3257,319,87621,168,798,8,943,435,934,854
02-03-2021,21337,217,656,16994,878,432,13883,1473,3778,3506,4418,15688,14314,4199,1339,453,492,1444,37908,804,2961,7106,1866,3157,1673,2138,1271,2752,807,1008,2013,6818,38709,2077,880,21337,1870,248,4128,3332,325,89108,172,807,8,953,436,950,858
02-04-2021,21557,219,659,17491,887,437,14153,1490,3831,3524,4452,15859,14596,4265,1347,455,495,1444,38266,808,3005,7400,1893,3196,1679,2161,1286,2789,818,1022,2013,6877,39407,2082,895,21511,1896,251,4163,3363,331,90663,175,812,8,962,441,980,862
02-05-2021,21756,221,663,18334,897,445,14310,1516,3885,3551,4475,15981,14841,4324,1358,456,502,1485,38624,810,3052,7513,1924,3229,1699,2185,1292,2827,823,1034,2013,6986,39811,2090,903,21994,1916,251,4179,3433,337,92110,178,818,8,973,442,998,865
02-06-2021,21975,228,669,18751,901,451,14310,1538,3925,3598,4526,16101,14979,4402,1371,457,507,1485,39090,818,3087,7610,1957,3247,1721,2202,1302,2855,834,1052,2199,7030,40217,2105,912,22291,1945,252,4256,3483,342,93394,181,819,8,982,443,1040,868
02-07-2021,22174,228,669,18904,910,453,14310,1561,3960,3628,4560,16188,15123,4479,1376,458,575,1541,39391,819,3112,7610,1957,3270,1721,2206,1302,2878,842,1070,2199,7125,40504,2108,921,22509,1952,254,4291,3509,347,94682,183,824,8,989,455,1072,868
02-08-2021,22390,230,672,19217,918,454,14310,1575,3990,3659,4587,16254,15293,4538,1378,463,582,1554,39748,827,3135,7610,1999,3287,1721,2226,1302,2900,842,1076,2199,7174,40824,2113,925,22625,1985,254,4308,3524,349,95648,183,830,8,997,457,1074,868
02-09-2021,22565,230,687,19383,921,461,14852,1588,4030,3683,4599,16348,15484,4578,1383,464,587,1562,40006,830,3146,7760,2027,3309,1760,2236,1343,2926,864,1084,2199,7204,40888,2118,929,23025,1997,256,4392,3550,350,96587,183,831,8,1008,462,1097,877
02-10-2021,22565,231,694,20026,924,463,14976,1595,4061,3746,4632,16496,15643,4629,1388,465,593,1582,40274,832,3163,7795,2052,3336,1749,2251,1365,2960,875,1101,2199,7278,41257,2122,937,23424,2014,266,4446,3602,354,97506,183,835,8,1020,467,1118,881
02-11-2021,22863,234,696,20443,935,470,15149,1602,4090,3746,4656,16585,15786,4691,1399,468,605,1591,40415,833,3187,7912,2079,3352,1775,2251,1387,2988,882,1114,2199,7326,41512,2125,943,23575,2052,267,4469,3619,357,98128,184,839,8,1026,476,1125,884
02-12-2021,23004,234,698,21049,949,474,15240,1617,4115,3786,4679,16694,15851,4719,1408,468,619,1591,40620,836,3209,7912,2090,3359,1775,2261,1387,3011,883,1126,2199,7373,41804,2137,954,23817,2064,270,4476,3635,362,98559,185,839,8,1030,481,1127,884
