Admin2,,,,,,,,,,,,
Province/State,French Guiana,French Polynesia,Guadeloupe,Martinique,Mayotte,New Caledonia,Reunion,Saint Barthelemy,Saint Pierre and Miquelon,St Martin,Wallis and Futuna,
Country/Region,France,France,France,France,France,France,France,France,France,France,France,France
05-25-2021,9995,18677,2250,98,2964,58,22796,462,25,1399,438,327636
05-26-2021,9995,18700,2250,98,2964,58,22796,462,25,1399,438,328943
05-27-2021,9995,18700,2250,98,2964,58,22796,462,25,1399,438,329920
05-28-2021,9995,18705,2250,98,2964,58,22796,462,25,1399,438,331006
05-29-2021,9995,18707,2250,98,2964,58,22796,462,25,1399,438,331686
05-30-2021,9995,18707,2250,98,2964,58,22796,462,25,1399,438,331911
05-31-2021,9995,18711,2250,98,2964,58,22796,462,25,1399,438,332474
06-01-2021,9995,18711,2250,98,2964,58,22796,462,25,1399,438,333397
06-02-2021,9995,18714,2250,98,2964,58,22796,462,25,1399,438,333397
06-03-2021,9995,18717,2250,98,2964,58,22796,462,25,1399,438,334930
06-04-2021,9995,18721,2250,98,2964,58,22796,462,25,1399,438,335715
06-05-2021,9995,18721,2250,98,2964,58,22796,462,25,1399,438,336178
06-06-2021,9995,18721,2250,98,2964,58,22796,462,25,1399,438,336313
06-07-2021,9995,18728,2250,98,2964,58,22796,462,25,1399,438,336806
06-08-2021,9995,18736,2250,98,2964,58,25088,462,25,1399,438,335174
06-09-2021,9995,18736,2250,98,2964,58,25088,462,25,1399,438,335947
06-10-2021,9995,18736,2250,98,2964,58,25088,462,25,1399,438,336579
06-11-2021,9995,18749,2250,98,2964,58,25088,462,25,1399,438,337201
06-12-2021,9995,18749,2250,98,2964,58,25088,462,25,1399,438,337566
06-13-2021,9995,18749,2250,98,2964,58,25088,462,25,1399,438,337668
06-14-2021,9995,18749,2250,98,2964,58,25088,462,25,1399,438,338034
06-15-2021,9995,18771,2250,98,2964,58,26333,462,25,1399,438,337467
06-16-2021,9995,18779,2250,98,2964,58,26333,462,25,1399,438,337995
06-17-2021,9995,18787,2250,98,2964,58,26333,462,25,1399,438,338555
06-18-2021,9995,18787,2250,98,2964,58,26333,462,25,1399,438,339027
06-19-2021,9995,18787,2250,98,2964,58,26333,462,25,1399,438,339290
06-20-2021,9995,18787,2250,98,2964,58,26333,462,25,1399,438,339339
06-21-2021,9995,18805,2250,98,2964,58,26333,462,25,1399,438,339638
06-22-2021,9995,18814,2250,98,2964,58,27585,462,25,1399,438,338834
06-23-2021,9995,18820,2250,98,2964,58,27585,462,25,1399,438,339232
06-24-2021,9995,18822,2250,98,2964,58,27585,462,25,1399,438,339701
06-25-2021,9995,18828,2250,98,2964,58,27585,462,25,1399,438,340005
06-26-2021,9995,18828,2250,98,2964,58,27585,462,25,1399,438,340230
06-27-2021,9995,18828,2250,98,2964,58,27585,462,25,1399,438,340293
06-28-2021,9995,18837,2250,98,2964,58,27585,462,25,1399,438,340555
06-29-2021,9995,18837,2250,98,2964,58,27585,462,25,1399,438,340876
06-30-2021,9995,18851,2250,98,2964,58,28585,462,26,1399,438,340159
07-01-2021,9995,18851,2250,98,2964,58,28585,462,26,1399,438,340446
07-02-2021,9995,18855,2250,98,2964,58,28585,462,26,1399,438,340724
07-03-2021,9995,18855,2250,98,2964,58,28585,462,26,1399,438,340889
07-04-2021,9995,18855,2250,98,2964,58,28585,462,26,1399,438,340920
07-05-2021,9995,18861,2250,98,2964,58,28585,462,26,1399,438,341121
07-06-2021,9995,18867,2250,98,2964,58,29597,462,26,1399,438,340385
07-07-2021,9995,18867,2250,98,2964,58,29597,462,26,1399,438,340586
07-08-2021,9995,18867,2250,98,2964,58,29597,462,26,1399,438,340816
07-09-2021,9995,18867,2250,98,2964,58,29597,462,26,1399,438,341046
07-10-2021,9995,18867,2250,98,2964,58,29597,462,26,1399,438,341218
07-11-2021,9995,18867,2250,98,2964,58,29597,462,26,1399,438,341237
07-12-2021,9995,18878,2250,98,2964,58,29597,462,26,1399,438,341520
07-13-2021,9995,18878,2250,98,2964,58,30781,462,26,1399,438,340616
07-14-2021,9995,18878,2250,98,2964,58,30781,462,26,1399,438,340616
07-15-2021,9995,18883,2250,98,2964,58,30781,462,26,1399,438,340929
07-16-2021,9995,18887,2250,98,2964,58,30781,462,26,1399,438,341209
07-17-2021,9995,18887,2250,98,2964,58,30781,462,26,1399,438,341351
07-18-2021,9995,18887,2250,98,2964,58,30781,462,26,1399,438,341381
07-19-2021,9995,18887,2250,98,2964,58,30781,462,26,1399,438,341615
07-20-2021,9995,18902,2250,104,2964,58,32036,462,26,1399,438,340769
07-21-2021,9995,18902,2250,104,2964,58,32036,462,26,1399,438,341053
07-22-2021,9995,18945,2250,104,2964,58,32036,462,26,1399,438,341358
07-23-2021,9995,18945,2250,104,2964,58,32036,462,26,1399,438,341672
07-24-2021,9995,18945,2250,104,2964,58,32036,462,26,1399,438,341848
07-25-2021,9995,18945,2250,104,2964,58,32036,462,26,1399,438,341877
07-26-2021,9995,18989,2250,104,2964,58,32036,462,26,1399,438,342182
07-27-2021,9995,18989,2250,104,2964,58,33894,462,26,1399,438,342647
07-28-2021,9995,19047,2250,104,2964,58,33894,462,26,1399,438,341160
07-29-2021,9995,19206,2250,104,2964,58,33894,462,26,1399,438,341577
07-30-2021,9995,19206,2250,104,2964,58,33894,462,26,1399,438,342009
07-31-2021,9995,19206,2250,104,2964,58,33894,462,26,1399,438,342374
08-01-2021,9995,19206,2250,104,2964,58,33894,462,26,1399,438,342482
08-02-2021,9995,19285,2250,104,2964,58,33894,462,26,1399,438,342482
08-03-2021,9995,19416,2250,104,2964,58,35563,462,26,1399,438,341758
08-04-2021,9995,19599,2250,104,2964,58,35563,462,26,1399,438,342253
08-05-2021,,,,,,,,,,,,
