Admin2,,,,,,,,,,,,,,,,,,,,,
Province/State,Abruzzo,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli Venezia Giulia,Lazio,Liguria,Lombardia,Marche,Molise,P.A. Bolzano,P.A. Trento,Piemonte,Puglia,Sardegna,Sicilia,Toscana,Umbria,Valle d'Aosta,Veneto
Country/Region,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy
01-25-2021,29341,5670,20604,148085,151122,50680,126184,60078,450069,42556,6622,22381,23047,196455,59097,19303,79376,118712,28357,7037,253085
01-26-2021,29625,5692,21088,148876,154178,51151,128709,60453,452231,42752,6675,22501,23246,197629,60729,19643,80832,119083,28490,7064,256470
01-27-2021,29933,5776,21823,150266,156088,51807,131214,60873,454392,42965,6733,22809,23437,198732,62204,20137,82239,119594,28940,7092,259235
01-28-2021,30206,5840,22416,150950,157852,52460,132695,61222,456106,43336,6800,23071,23549,199668,64424,20562,84050,119929,29131,7106,262136
01-29-2021,30538,6673,22715,154051,159293,52988,134212,61476,458254,43714,6842,23336,23647,200521,65539,21078,86866,120169,29285,7124,265067
01-30-2021,30865,7125,23071,155381,161564,53466,135765,61625,459401,44010,6879,23500,23781,201344,66502,21438,89076,120669,29474,7129,268087
01-31-2021,30892,7481,23246,156006,162307,53807,137263,61880,459879,44263,6928,34676,23911,201938,66971,21575,90336,121079,29641,7160,269309
02-01-2021,31101,7964,23667,157081,163585,53936,139653,61892,463522,44526,6934,34829,23930,202489,67974,22118,91159,121330,29762,7166,269905
02-02-2021,31674,9112,23895,158436,165681,54251,141160,62299,466287,45342,6989,35234,24206,203356,69209,22545,92695,121800,29904,7198,272226
02-03-2021,32162,9618,24190,159700,167556,54962,143279,62451,467193,46068,7059,35140,24365,204223,70194,23035,94038,122187,30126,7220,274482
02-04-2021,32458,9668,24476,160976,169281,55217,146154,62966,469348,46774,7087,35744,24653,205021,71423,23323,95271,122580,30304,7232,276972
02-05-2021,32740,9852,24907,161648,171260,55837,148464,63205,470500,47357,7121,35943,24782,205770,73013,23532,96956,122865,30530,7248,278393
02-06-2021,32918,9995,25305,162264,173085,56408,149818,63346,472266,48089,7178,38122,24949,206479,73859,23709,98057,123389,30689,7266,279870
02-07-2021,32919,10054,25764,162770,173828,56764,153803,63644,473192,48473,7224,38290,25067,206955,74425,23823,98863,123860,30866,7272,280585
