Admin2,,,,,,,,,,,,,,,,,
Province/State,Johor,Kedah,Kelantan,Melaka,Negeri Sembilan,Pahang,Perak,Perlis,Pulau Pinang,Sabah,Sarawak,Selangor,Terengganu,W.P. Kuala Lumpur,W.P. Labuan,W.P. Putrajaya,Unknown
Country/Region,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia
08-08-2022,389633,305451,250163,130333,215108,174564,217221,17990,292257,383709,310367,1438665,127680,0,411411,21952,24911
08-09-2022,389729,305611,250243,130463,215348,174623,217469,18000,292374,383994,310489,1439270,127745,0,412184,21962,24994
08-10-2022,389849,305755,250342,130611,215601,174703,217843,18016,292543,384363,310578,1441112,127782,0,413230,21989,25077
08-11-2022,389993,305879,250417,130766,215917,174782,218199,18022,292753,384723,310693,1442785,127828,0,414242,22008,25218
08-12-2022,390111,305982,250488,130934,216212,174872,218529,18035,292909,385077,310822,1443820,127868,0,415195,22027,25287
08-13-2022,390193,306083,250552,131101,216331,174946,218813,18048,293043,385405,310974,1445650,127912,0,416024,22036,25391
08-14-2022,390291,306168,250598,131209,216526,175000,219034,18060,293162,385664,311028,1446711,127961,0,416643,22038,25454
08-15-2022,390426,306259,250717,131315,216688,175052,219206,18068,293251,385916,311101,1447202,128010,0,417203,22043,25527
08-16-2022,390555,306382,250830,131466,216909,175122,219418,18073,293345,386189,311260,1448284,128065,0,417879,22055,25581
08-17-2022,390667,306474,250908,131630,217102,175205,219714,18090,293468,386507,311367,1449177,128124,0,418757,22063,25676
08-18-2022,390784,306565,250985,131782,217422,175305,219989,18096,293611,386788,311549,1450633,128183,0,419485,22073,25750
08-19-2022,390900,306662,251068,131923,217663,175381,220292,18099,293753,387060,311682,1451429,128220,0,420400,22078,25880
08-20-2022,390978,306748,251105,132052,217824,175455,220514,18108,293864,387322,311772,1452265,128254,0,420970,22083,25974
08-21-2022,391079,306818,251150,132137,217991,175521,220709,18117,293955,387547,311834,1453013,128297,0,421475,22085,26024
08-22-2022,391191,306899,251243,132225,218102,175572,220869,18127,294046,387757,311912,1453440,128349,0,421932,22087,26079
