Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Adygea Republic,Altai Krai,Altai Republic,Amur Oblast,Arkhangelsk Oblast,Astrakhan Oblast,Bashkortostan Republic,Belgorod Oblast,Bryansk Oblast,Buryatia Republic,Chechen Republic,Chelyabinsk Oblast,Chukotka Autonomous Okrug,Chuvashia Republic,Dagestan Republic,Ingushetia Republic,Irkutsk Oblast,Ivanovo Oblast,Jewish Autonomous Okrug,Kabardino-Balkarian Republic,Kaliningrad Oblast,Kalmykia Republic,Kaluga Oblast,Kamchatka Krai,Karachay-Cherkess Republic,Karelia Republic,Kemerovo Oblast,Khabarovsk Krai,Khakassia Republic,Khanty-Mansi Autonomous Okrug,Kirov Oblast,Komi Republic,Kostroma Oblast,Krasnodar Krai,Krasnoyarsk Krai,Kurgan Oblast,Kursk Oblast,Leningrad Oblast,Lipetsk Oblast,Magadan Oblast,Mari El Republic,Mordovia Republic,Moscow,Moscow Oblast,Murmansk Oblast,Nenets Autonomous Okrug,Nizhny Novgorod Oblast,North Ossetia - Alania Republic,Novgorod Oblast,Novosibirsk Oblast,Omsk Oblast,Orel Oblast,Orenburg Oblast,Penza Oblast,Perm Krai,Primorsky Krai,Pskov Oblast,Rostov Oblast,Ryazan Oblast,Saint Petersburg,Sakha (Yakutiya) Republic,Sakhalin Oblast,Samara Oblast,Saratov Oblast,Smolensk Oblast,Stavropol Krai,Sverdlovsk Oblast,Tambov Oblast,Tatarstan Republic,Tomsk Oblast,Tula Oblast,Tver Oblast,Tyumen Oblast,Tyva Republic,Udmurt Republic,Ulyanovsk Oblast,Vladimir Oblast,Volgograd Oblast,Vologda Oblast,Voronezh Oblast,Yamalo-Nenets Autonomous Okrug,Yaroslavl Oblast,Zabaykalsky Krai
Country/Region,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia
06-01-2020,874,1915,132,528,2068,1883,3337,2392,3787,1513,1247,2929,80,2973,5096,2127,1979,2057,314,2903,1553,1074,4009,881,1137,445,545,2142,985,2587,1751,1352,772,3908,4380,245,3063,2875,2194,246,1815,1931,183088,39723,3264,73,10149,3005,1353,2914,1411,2341,1979,2417,1782,2049,887,4942,3581,16313,2042,118,2648,3174,2299,2568,5732,3047,3244,716,3968,1650,1661,1115,682,2567,2735,3215,952,2139,2415,3210,1136
06-02-2020,890,1985,133,546,2124,1937,3409,2471,3885,1563,1264,3042,81,3061,5228,2164,2189,2140,314,2978,1607,1085,4092,916,1204,453,589,2209,1020,2736,1828,1393,804,3987,4530,252,3123,2928,2261,248,1854,1970,185374,40455,3296,74,10503,3055,1430,3020,1437,2372,2032,2502,1839,2103,910,5195,3653,16689,2116,133,2724,3269,2409,2653,6024,3110,3297,739,4074,1695,1702,1161,717,2672,2797,3334,979,2234,2466,3284,1165
06-03-2020,904,2066,138,566,2363,2004,3501,2548,3982,1587,1278,3150,87,3148,5341,2197,2309,2205,317,3052,1642,1108,4179,949,1276,496,616,2273,1052,2847,1904,1426,825,4068,4654,255,3199,2982,2326,260,1894,2012,187216,41191,3342,74,10850,3104,1493,3122,1482,2443,2085,2585,1911,2155,954,5373,3728,17069,2214,143,2770,3363,2536,2733,6381,3175,3351,765,4183,1731,1749,1221,770,2770,2853,3432,998,2361,2479,3356,1218
06-04-2020,937,2135,154,588,2496,2097,3608,2624,4078,1633,1291,3263,91,3231,5463,2228,2447,2322,323,3126,1665,1127,4270,984,1354,520,638,2333,1077,2987,1967,1455,842,4148,4795,259,3272,3034,2388,271,1933,2051,189214,41958,3375,75,11169,3151,1546,3226,1540,2528,2141,2669,1962,2211,1066,5557,3801,17444,2308,147,2833,3457,2678,2819,6679,3242,3402,797,4293,1804,1798,1297,822,2870,2908,3541,1018,2466,2534,3430,1257
06-05-2020,962,2192,156,615,2621,2172,3727,2695,4174,1681,1306,3371,97,3311,5587,2268,2542,2447,329,3199,1700,1136,4357,1033,1430,548,666,2398,1102,3104,2042,1480,862,4231,4968,268,3357,3086,2452,286,1975,2098,191069,42720,3422,80,11499,3197,1588,3334,1595,2649,2204,2759,2011,2262,1131,5753,3872,17822,2380,160,2922,3553,2828,2903,6930,3307,3452,832,4398,1875,1834,1391,865,2965,2966,3669,1035,2592,2579,3501,1321
06-06-2020,995,2255,163,657,2746,2233,3832,2769,4269,1733,1326,3499,102,3395,5743,2307,2613,2577,336,3272,1736,1149,4431,1085,1505,573,685,2468,1111,3231,2121,1518,888,4312,5136,280,3425,3137,2516,313,2019,2138,193061,43478,3472,80,11820,3241,1634,3441,1676,2760,2267,2845,2067,2313,1163,5965,3940,18169,2453,170,3026,3651,2923,2990,7179,3371,3504,868,4505,1962,1873,1489,904,3074,3026,3794,1056,2698,2621,3576,1398
06-07-2020,1025,2319,172,702,2868,2293,3928,2840,4364,1785,1345,3614,106,3475,5858,2342,2792,2705,343,3348,1776,1168,4511,1125,1580,614,721,2537,1128,3346,2182,1564,901,4399,5301,288,3501,3188,2577,327,2061,2185,195017,44232,3530,80,12137,3283,1676,3546,1718,2870,2331,2943,2135,2375,1232,6166,4013,18509,2531,188,3114,3763,3035,3079,7419,3439,3558,922,4620,2055,1908,1607,936,3168,3089,3913,1084,2837,2694,3646,1471
06-08-2020,1069,2390,180,748,2989,2337,4017,2913,4458,1833,1365,3737,106,3561,5970,2368,2877,2822,347,3424,1813,1179,4600,1168,1654,633,752,2596,1141,3475,2260,1600,926,4485,5460,306,3561,3238,2637,339,2104,2230,197018,44983,3576,80,12442,3324,1734,3648,1776,2967,2397,3053,2202,2442,1269,6355,4088,18835,2611,204,3200,3900,3157,3167,7668,3504,3611,971,4734,2147,1947,1738,963,3265,3151,4030,1111,3065,2777,3714,1551
06-09-2020,1115,2458,190,796,3085,2420,4113,2988,4551,1877,1384,3880,110,3646,6077,2399,3083,2930,350,3499,1858,1180,4691,1214,1729,656,786,2661,1165,3624,2300,1626,953,4574,5617,314,3619,3287,2697,348,2151,2296,198590,45722,3674,80,12734,3364,1779,3752,1851,3092,2461,3191,2267,2500,1306,6542,4164,19153,2686,216,3246,4015,3300,3253,7910,3569,3665,1018,4843,2231,1981,1835,987,3359,3205,4122,1137,3285,2833,3781,1634
06-10-2020,1158,2524,204,835,3217,2501,4194,3061,4641,1956,1400,4015,112,3725,6175,2438,3265,3031,356,3576,1904,1203,4761,1255,1807,676,834,2733,1191,3821,2360,1693,977,4655,5791,330,3690,3342,2758,359,2193,2360,199785,46457,3700,80,13038,3403,1823,3858,1930,3181,2521,3317,2360,2552,1366,6734,4228,19466,2753,250,3359,4132,3432,3338,8194,3636,3720,1066,4946,2314,2013,1914,1011,3450,3260,4238,1159,3527,2887,3844,1704
06-11-2020,1213,2593,212,873,3362,2586,4273,3137,4732,2020,1420,4130,114,3802,6272,2474,3505,3130,363,3655,1946,1215,4829,1306,1889,685,868,2804,1229,4007,2421,1804,1028,4735,5981,344,3769,3396,2817,397,2236,2418,201221,47181,3760,80,13341,3440,1867,3960,1977,3283,2580,3432,2434,2609,1425,6954,4287,19769,2822,264,3470,4246,3539,3425,8506,3704,3774,1116,5047,2397,2047,2027,1031,3538,3324,4346,1189,3766,2964,3903,1765
06-12-2020,1251,2659,220,914,3474,2630,4348,3207,4825,2110,1441,4221,120,3878,6367,2510,3656,3228,367,3734,1984,1233,4923,1360,1969,702,929,2869,1266,4157,2479,1929,1066,4815,6159,355,3839,3448,2878,432,2283,2480,202935,47911,3818,81,13562,3477,1913,4069,2063,3392,2643,3535,2506,2702,1535,7152,4345,20043,2898,305,3548,4362,3609,3509,8826,3770,3823,1167,5147,2488,2069,2203,1053,3633,3390,4460,1221,3993,3086,3963,1841
06-13-2020,1278,2726,243,973,3587,2674,4418,3284,4920,2153,1464,4341,129,3956,6463,2550,3819,3323,371,3815,2027,1247,5011,1409,2058,732,997,2938,1299,4340,2508,2085,1109,4893,6328,369,3922,3501,2937,459,2331,2538,204428,48636,3889,81,13780,3513,1963,4177,2148,3473,2705,3634,2580,2787,1635,7314,4401,20305,2968,320,3694,4480,3712,3594,9071,3834,3868,1215,5245,2569,2119,2304,1073,3783,3453,4569,1254,4221,3211,4020,1907
06-14-2020,1311,2795,256,1018,3696,2733,4486,3364,5011,2203,1481,4482,129,4033,6557,2587,4028,3417,374,3895,2072,1263,5091,1454,2156,784,1019,3009,1332,4569,2547,2266,1136,4970,6494,384,3994,3553,2995,480,2375,2596,205905,49353,3946,82,13995,3547,2011,4285,2247,3559,2768,3729,2687,2886,1740,7481,4458,20561,3037,330,3804,4606,3791,3677,9325,3897,3914,1268,5340,2650,2196,2494,1094,3902,3512,4677,1284,4440,3325,4073,1996
06-15-2020,1340,2867,275,1062,3803,2794,4547,3442,5098,2252,1496,4651,129,4112,6652,2623,4155,3508,374,3975,2112,1272,5169,1496,2255,802,1042,3083,1356,4753,2600,2352,1161,5042,6655,404,4058,3626,3053,501,2419,2652,207264,50042,4011,85,14204,3581,2063,4394,2340,3681,2830,3823,2755,2977,1838,7641,4507,20813,3122,343,3910,4734,3868,3759,9558,3962,3958,1314,5436,2728,2269,2566,1114,4048,3569,4783,1302,4660,3412,4121,2081
06-16-2020,1389,2939,279,1100,3912,2862,4611,3514,5183,2303,1513,4822,129,4186,6745,2657,4474,3599,378,4055,2124,1272,5246,1536,2349,809,1062,3153,1381,4973,2648,2437,1175,5112,6813,413,4118,3696,3113,511,2462,2707,208680,50736,4083,89,14410,3613,2121,4497,2437,3791,2890,3915,2805,3065,1901,7799,4557,21047,3199,362,3980,4857,3927,3845,9789,4026,4001,1370,5529,2800,2330,2651,1133,4195,3629,4887,1317,4861,3505,4162,2174
06-17-2020,1415,3010,300,1138,4035,2927,4670,3592,5270,2341,1529,4958,129,4259,6837,2693,4653,3685,382,4132,2161,1288,5321,1575,2446,869,1079,3226,1409,5210,2693,2491,1214,5183,6973,422,4181,3751,3171,519,2510,2762,209745,51416,4155,90,14648,3645,2183,4604,2535,3858,2948,4006,2872,3169,1996,7951,4606,21275,3290,394,4024,4982,3988,3928,10016,4088,4040,1426,5620,2869,2382,2761,1153,4344,3685,4991,1335,5062,3586,4211,2263
06-18-2020,1446,3078,334,1181,4156,2987,4730,3666,5345,2392,1543,5125,129,4331,6927,2725,4786,3768,386,4209,2195,1292,5399,1617,2545,912,1099,3294,1444,5453,2734,2573,1246,5252,7129,441,4256,3805,3228,521,2557,2818,210785,52083,4219,90,14881,3676,2245,4711,2624,3929,3007,4076,2937,3270,2047,8097,4656,21506,3389,423,4100,5101,4051,4018,10247,4152,4078,1515,5712,2934,2433,2883,1175,4467,3739,5100,1359,5258,3713,4256,2325
06-19-2020,1484,3153,336,1230,4274,3046,4792,3747,5421,2446,1560,5291,130,4401,7015,2755,4950,3853,390,4285,2227,1300,5462,1662,2639,934,1157,3372,1490,5712,2777,2687,1262,5316,7280,473,4333,3858,3285,540,2602,2874,211921,52729,4280,90,15100,3706,2303,4819,2727,4003,3067,4151,3001,3373,2088,8236,4708,21734,3486,447,4183,5217,4110,4155,10501,4210,4114,1598,5802,3001,2480,2998,1195,4589,3795,5207,1386,5461,3834,4295,2391
06-20-2020,1511,3226,396,1283,4395,3103,4850,3820,5498,2501,1579,5467,132,4472,7103,2782,5143,3934,394,4361,2262,1314,5522,1714,2730,960,1218,3447,1537,5992,2820,2744,1298,5376,7432,501,4403,3912,3337,559,2642,2931,212978,53320,4346,95,15328,3737,2362,4928,2821,4068,3125,4224,3069,3464,2183,8381,4759,21966,3570,495,4250,5335,4163,4248,10725,4265,4152,1667,5887,3068,2529,3138,1216,4700,3850,5312,1408,5663,3966,4342,2458
06-21-2020,1541,3298,421,1340,4524,3158,4906,3896,5579,2549,1600,5649,133,4541,7188,2806,5334,4017,397,4436,2292,1327,5580,1755,2815,991,1277,3524,1583,6286,2869,2805,1331,5440,7580,528,4482,3964,3388,586,2679,2986,213946,53869,4431,95,15555,3768,2417,5033,2920,4128,3181,4307,3136,3553,2278,8534,4808,22195,3657,525,4325,5450,4208,4349,10932,4318,4192,1725,5973,3134,2574,3285,1235,4810,3903,5410,1428,5863,4131,4390,2527
06-22-2020,1569,3371,436,1399,4631,3206,4959,3976,5655,2591,1619,5825,133,4612,7267,2828,5528,4098,399,4511,2321,1339,5640,1793,2902,1025,1352,3590,1612,6581,2916,2864,1360,5501,7726,571,4550,4016,3438,606,2710,3040,215014,54375,4516,95,15774,3798,2478,5142,3018,4186,3245,4380,3202,3643,2353,8675,4855,22412,3742,566,4388,5562,4252,4451,11129,4368,4231,1785,6056,3197,2621,3435,1254,4920,3954,5518,1445,6062,4271,4435,2596
06-23-2020,1607,3445,466,1444,4755,3242,5011,4048,5729,2634,1634,6083,134,4678,7340,2860,5726,4176,400,4585,2348,1340,5694,1834,2983,1043,1396,3669,1631,6900,2952,2926,1386,5561,7875,591,4607,4067,3487,609,2745,3094,216095,54879,4586,95,15990,3826,2535,5248,3100,4241,3310,4451,3266,3728,2414,8815,4900,22632,3817,567,4451,5671,4293,4541,11311,4413,4271,1846,6137,3256,2667,3575,1272,5026,4006,5622,1466,6259,4416,4482,2667
06-24-2020,1647,3522,483,1490,4875,3275,5068,4120,5801,2682,1645,6268,135,4740,7415,2889,5919,4253,404,4656,2356,1362,5744,1927,3067,1074,1424,3752,1661,7223,2986,2986,1411,5624,8029,625,4673,4119,3536,620,2783,3143,216906,55386,4660,95,16197,3854,2591,5356,3184,4281,3377,4523,3355,3811,2458,8950,4943,22850,3891,628,4502,5782,4338,4616,11492,4457,4310,1909,6220,3311,2717,3713,1294,5133,4056,5724,1487,6457,4553,4526,2738
06-25-2020,1682,3600,511,1528,4992,3307,5121,4189,5870,2731,1654,6442,135,4802,7488,2916,6128,4330,408,4726,2373,1392,5788,1969,3149,1109,1454,3824,1696,7542,3026,3050,1442,5683,8182,660,4747,4170,3583,642,2819,3192,217791,55853,4732,95,16414,3883,2653,5458,3236,4318,3439,4593,3416,3895,2527,9074,4984,23071,3963,663,4557,5892,4380,4695,11684,4503,4350,1968,6302,3364,2766,3853,1314,5242,4109,5825,1508,6653,4709,4571,2793
06-26-2020,1712,3676,522,1572,5107,3347,5171,4261,5941,2775,1664,6602,136,4860,7561,2946,6338,4405,413,4791,2392,1410,5834,2008,3221,1133,1488,3899,1735,7837,3076,3108,1470,5743,8331,679,4817,4220,3623,654,2849,3240,218604,56243,4811,96,16624,3910,2698,5566,3297,4358,3499,4664,3474,3980,2564,9195,5027,23294,4013,702,4617,6003,4423,4771,11877,4548,4390,2031,6382,3419,2827,3983,1334,5352,4160,5935,1526,6846,4858,4614,2854
06-27-2020,1746,3753,561,1610,5225,3382,5220,4331,6011,2831,1677,6760,138,4915,7636,2978,6575,4479,417,4851,2411,1442,5880,2052,3305,1177,1532,3978,1771,8117,3117,3173,1494,5801,8476,700,4882,4271,3663,669,2880,3284,219354,56609,4901,102,16838,3935,2742,5671,3372,4396,3562,4739,3529,4063,2609,9311,5069,23518,4075,721,4676,6115,4463,4875,12093,4592,4431,2089,6460,3471,2886,4111,1357,5461,4214,6037,1546,7036,5005,4658,2916
06-28-2020,1795,3831,597,1651,5339,3419,5267,4399,6079,2857,1694,6912,138,4973,7707,2995,6807,4550,421,4905,2426,1462,5925,2093,3379,1236,1579,4063,1812,8402,3148,3287,1531,5860,8619,739,4958,4321,3702,697,2905,3324,220071,56934,4994,102,17060,3960,2792,5769,3455,4437,3626,4819,3581,4144,2667,9420,5113,23735,4128,742,4738,6225,4505,4973,12302,4637,4472,2144,6536,3524,2953,4235,1379,5567,4263,6135,1565,7224,5159,4699,2975
06-29-2020,1847,3909,617,1682,5454,3448,5315,4464,6147,2886,1708,7058,138,5025,7775,3020,7043,4621,424,4958,2436,1481,5973,2145,3448,1266,1622,4140,1844,8679,3179,3356,1565,5922,8760,753,5021,4370,3741,731,2930,3359,220853,57269,5093,102,17278,3984,2839,5876,3533,4480,3700,4893,3637,4226,2722,9517,5154,23954,4178,771,4786,6334,4544,5063,12516,4681,4514,2197,6613,3574,3018,4361,1400,5674,4314,6232,1586,7409,5332,4741,3038
06-30-2020,1898,3985,650,1707,5556,3479,5361,4524,6212,2924,1713,7202,138,5076,7840,3047,7285,4691,426,5010,2446,1483,6018,2190,3520,1294,1662,4221,1872,8958,3214,3409,1583,5982,8904,786,5080,4420,3779,764,2959,3394,221598,57570,5211,104,17481,4006,2884,5985,3615,4513,3777,4970,3691,4306,2757,9611,5197,24207,4223,800,4837,6444,4581,5141,12792,4727,4555,2254,6686,3622,3087,4486,1420,5780,4362,6327,1607,7588,5580,4785,3100
07-01-2020,1935,4059,681,1734,5674,3513,5405,4583,6271,2957,1723,7339,138,5134,7905,3069,7533,4761,428,5061,2455,1523,6066,2245,3599,1337,1703,4300,1904,9219,3246,3463,1591,6043,9044,794,5138,4473,3816,791,2990,3431,222209,57876,5346,107,17709,4028,2931,6085,3701,4544,3853,5045,3743,4383,2830,9706,5237,24469,4267,828,4900,6546,4619,5225,13048,4772,4595,2307,6762,3668,3155,4605,1440,5888,4408,6419,1628,7754,5783,4825,3161
07-02-2020,1981,4134,745,1765,5790,3548,5450,4637,6325,2991,1736,7473,138,5194,7968,3088,7776,4829,430,5109,2472,1717,6117,2293,3668,1378,1744,4386,1935,9485,3276,3513,1612,6102,9181,834,5193,4530,3852,833,3020,3467,222871,58193,5485,107,17943,4049,2978,6177,3780,4579,3929,5118,3801,4458,2875,9796,5277,24727,4315,853,4973,6645,4659,5318,13272,4816,4634,2364,6836,3712,3231,4717,1459,5993,4456,6508,1646,7908,5980,4866,3212
07-03-2020,2039,4207,777,1795,5909,3577,5497,4697,6378,3034,1748,7602,139,5253,8025,3112,8025,4898,433,5157,2487,1839,6170,2334,3730,1408,1806,4481,1973,9756,3321,3577,1632,6159,9316,864,5243,4584,3888,875,3045,3505,223530,58491,5632,129,18172,4070,3022,6282,3863,4610,4007,5193,3857,4533,2932,9888,5315,24990,4365,885,5050,6746,4702,5391,13499,4859,4673,2417,6908,3753,3316,4827,1476,6096,4505,6597,1666,8059,6171,4909,3260
07-04-2020,2068,4299,808,1826,6026,3617,5543,4749,6429,3071,1757,7730,139,5315,8080,3138,8260,4965,435,5204,2505,1878,6222,2380,3774,1451,1873,4555,2013,10029,3354,3640,1654,6218,9452,905,5294,4635,3923,907,3073,3542,224210,58766,5766,131,18397,4092,3068,6393,3950,4644,4088,5268,3911,4602,2967,9982,5354,25261,4422,918,5137,6844,4744,5487,13767,4901,4711,2480,6976,3795,3397,4927,1499,6203,4552,6688,1688,8211,6368,4954,3309
07-05-2020,2094,4414,849,1860,6196,3656,5591,4806,6479,3100,1772,7861,139,5386,8132,3154,8501,5034,438,5251,2521,1915,6272,2422,3817,1499,1944,4644,2055,10301,3404,3695,1676,6280,9585,947,5340,4688,3958,928,3100,3577,224860,59053,5903,152,18614,4114,3105,6505,4036,4684,4170,5347,3964,4667,3018,10075,5394,25536,4467,953,5264,6941,4782,5569,14033,4944,4749,2557,7046,3835,3480,5008,1519,6308,4598,6783,1709,8359,6555,4991,3355
07-06-2020,2121,4538,869,1889,6300,3698,5638,4857,6522,3141,1786,7989,140,5454,8184,3169,8740,5102,441,5297,2539,1947,6321,2469,3850,1514,2018,4726,2083,10590,3459,3762,1696,6340,9716,1000,5383,4740,3992,935,3128,3611,225545,59345,6038,158,18826,4135,3142,6611,4120,4741,4253,5418,4017,4732,3044,10166,5433,25816,4504,993,5399,7040,4823,5649,14303,4988,4787,2608,7115,3873,3560,5083,1537,6415,4647,6877,1730,8505,6752,5031,3399
07-07-2020,2145,4709,891,1917,6419,3738,5686,4906,6563,3175,1795,8127,141,5521,8232,3185,8985,5168,446,5343,2553,1947,6368,2514,3882,1531,2085,4820,2109,10873,3512,3866,1730,6399,9848,1058,5422,4792,4026,947,3157,3646,226174,59522,6196,158,19024,4155,3178,6724,4202,4795,4339,5486,4069,4792,3082,10256,5469,26094,4550,1035,5501,7135,4865,5728,14529,5030,4823,2661,7182,3909,3638,5156,1554,6520,4694,6969,1749,8644,6941,5069,3441
07-08-2020,2167,4897,936,1944,6534,3773,5731,4950,6603,3219,1801,8262,142,5590,8280,3205,9225,5232,452,5388,2564,1987,6413,2560,3919,1581,2134,4918,2142,11141,3557,3949,1752,6460,9978,1119,5466,4842,4060,951,3184,3680,226795,59716,6359,171,19241,4175,3217,6831,4285,4840,4427,5558,4155,4849,3109,10350,5507,26389,4598,1103,5576,7231,4904,5813,14792,5073,4858,2717,7248,3941,3713,5226,1592,6628,4739,7058,1770,8778,7143,5106,3480
07-09-2020,2187,5121,962,1975,6647,3806,5778,4998,6643,3257,1809,8391,143,5657,8327,3228,9468,5304,457,5433,2578,2028,6458,2602,3957,1623,2203,5014,2187,11406,3614,4028,1778,6523,10106,1180,5514,4892,4093,978,3213,3717,227363,59908,6512,178,19465,4193,3256,6932,4374,4883,4515,5628,4225,4904,3137,10441,5547,26681,4656,1172,5644,7325,4944,5892,15068,5114,4893,2771,7312,3971,3785,5280,1623,6733,4785,7146,1790,8909,7339,5147,3516
07-10-2020,2205,5361,993,2019,6759,3842,5826,5038,6679,3298,1814,8520,144,5718,8374,3253,9679,5371,462,5477,2591,2073,6509,2640,3988,1656,2280,5114,2236,11669,3669,4107,1814,6589,10235,1240,5560,4942,4125,1001,3241,3755,228000,60107,6685,190,19684,4209,3296,7043,4469,4930,4610,5663,4282,4959,3172,10533,5585,26981,4710,1240,5721,7417,4986,5975,15343,5157,4929,2846,7376,4001,3870,5325,1652,6836,4829,7240,1818,9036,7547,5190,3555
07-11-2020,2224,5589,1036,2057,6873,3873,5875,5085,6725,3341,1821,8649,144,5775,8422,3280,9885,5436,469,5520,2605,2107,6559,2676,4017,1684,2354,5217,2285,11937,3727,4179,1825,6654,10369,1303,5600,4989,4158,1014,3268,3792,228678,60295,6866,190,19907,4224,3337,7153,4563,4974,4708,5699,4342,5010,3198,10628,5621,27277,4757,1307,5804,7508,5028,6054,15623,5199,4964,2915,7439,4033,3952,5365,1701,6944,4874,7332,1856,9159,7742,5230,3595
07-12-2020,2242,5821,1053,2097,6988,3910,5921,5128,6770,3378,1832,8768,144,5830,8468,3302,10094,5501,476,5562,2615,2149,6608,2713,4044,1723,2406,5311,2329,12204,3779,4249,1844,6721,10500,1368,5634,5037,4190,1038,3296,3829,229357,60492,7049,215,20129,4240,3376,7274,4656,5020,4808,5733,4403,5064,3214,10726,5656,27570,4799,1376,5882,7600,5069,6164,15909,5239,4997,2974,7500,4064,4035,5404,1747,7051,4917,7428,1888,9280,7954,5267,3638
07-13-2020,2258,6056,1099,2143,7122,3943,5967,5176,6817,3414,1842,8900,144,5886,8514,3318,10297,5565,482,5604,2627,2182,6656,2757,4065,1738,2457,5432,2374,12474,3833,4308,1855,6785,10628,1432,5666,5084,4223,1055,3325,3865,230029,60688,7228,250,20341,4256,3413,7386,4751,5069,4910,5768,4474,5118,3245,10823,5694,27861,4844,1443,5954,7689,5108,6239,16127,5280,5029,3041,7568,4095,4120,5444,1792,7162,4962,7516,1915,9399,8159,5306,3683
07-14-2020,2275,6294,1111,2185,7251,3977,6014,5227,6862,3449,1851,9032,144,5940,8560,3328,10495,5629,487,5645,2636,2182,6697,2798,4084,1747,2507,5539,2415,12742,3877,4366,1863,6847,10756,1490,5701,5130,4255,1068,3353,3901,230642,60886,7410,251,20534,4271,3431,7505,4844,5113,5018,5803,4543,5174,3257,10922,5731,28142,4904,1507,6019,7782,5155,6303,16372,5320,5061,3112,7629,4124,4204,5490,1834,7272,5006,7601,1944,9516,8370,5347,3728
07-15-2020,2291,6540,1139,2227,7370,4013,6077,5271,6906,3481,1863,9164,145,5998,8602,3344,10685,5691,491,5686,2648,2220,6742,2840,4109,1792,2553,5637,2450,12993,3933,4416,1886,6912,10889,1546,5734,5177,4287,1074,3380,3938,231270,61059,7597,254,20763,4287,3450,7608,4949,5153,5126,5844,4618,5236,3291,11019,5766,28406,4976,1568,6078,7874,5212,6394,16635,5361,5093,3173,7688,4153,4286,5537,1880,7382,5048,7694,1972,9631,8572,5387,3767
07-16-2020,2308,6755,1154,2271,7492,4045,6134,5319,6947,3522,1878,9289,146,6055,8647,3366,10881,5752,495,5726,2662,2275,6781,2876,4134,1805,2602,5754,2484,13245,3990,4469,1902,6979,11020,1601,5765,5224,4318,1098,3409,3976,231801,61233,7780,255,20984,4303,3470,7728,5066,5198,5237,5883,4705,5305,3327,11117,5804,28662,5034,1628,6135,7969,5262,6496,16984,5401,5126,3262,7745,4183,4367,5582,1923,7493,5091,7785,2002,9743,8759,5431,3802
07-17-2020,2326,6983,1197,2314,7608,4086,6194,5360,6978,3566,1895,9420,146,6110,8691,3393,11074,5813,499,5751,2676,2315,6818,2910,4162,1852,2650,5873,2520,13494,4046,4542,1922,7045,11149,1653,5799,5269,4349,1120,3436,4014,232376,61399,7943,256,21200,4320,3489,7845,5172,5240,5352,5919,4803,5380,3354,11214,5843,28906,5089,1687,6197,8063,5306,6625,17285,5443,5157,3314,7796,4211,4451,5614,1966,7596,5133,7879,2032,9852,8965,5476,3835
07-18-2020,2344,7184,1217,2354,7712,4144,6249,5398,7008,3608,1908,9552,146,6164,8735,3419,11262,5876,503,5771,2691,2346,6854,2945,4185,1882,2695,5986,2558,13741,4091,4610,1946,7115,11276,1703,5828,5315,4374,1132,3464,4051,232954,61572,8105,257,21405,4337,3510,7959,5286,5280,5470,5954,4893,5460,3372,11316,5883,29144,5142,1747,6259,8159,5349,6766,17544,5484,5186,3375,7845,4237,4560,5652,2006,7706,5177,7968,2061,9960,9147,5519,3867
07-19-2020,2364,7382,1239,2393,7819,4176,6307,5441,7038,3651,1919,9682,146,6216,8778,3438,11447,5938,506,5791,2705,2363,6889,2982,4212,1921,2740,6088,2595,13978,4142,4680,1963,7190,11403,1752,5861,5360,4395,1144,3493,4086,233545,61743,8272,258,21623,4353,3530,8077,5395,5318,5586,5991,4982,5548,3402,11419,5921,29346,5193,1806,6320,8256,5381,6889,17789,5524,5215,3435,7890,4263,4667,5692,2044,7818,5218,8056,2088,10065,9323,5560,3897
07-20-2020,2384,7573,1276,2423,7908,4213,6348,5486,7068,3692,1927,9816,148,6264,8819,3448,11625,5998,507,5807,2718,2371,6923,3017,4234,1940,2796,6208,2628,14214,4198,4761,1995,7262,11528,1803,5893,5405,4410,1161,3520,4121,234123,61896,8444,260,21814,4369,3549,8186,5503,5349,5701,6028,5069,5640,3421,11534,5957,29541,5239,1863,6380,8349,5408,6990,18023,5566,5248,3493,7933,4288,4779,5732,2079,7927,5261,8149,2114,10168,9478,5598,3927
07-21-2020,2411,7758,1304,2451,7989,4245,6386,5527,7091,3729,1937,9946,148,6310,8860,3459,11806,6059,509,5823,2729,2371,6957,3051,4259,1953,2857,6334,2649,14442,4256,4819,2005,7340,11655,1850,5921,5449,4423,1168,3548,4157,234725,62045,8616,260,22010,4384,3569,8288,5607,5378,5815,6068,5142,5734,3437,11657,5992,29730,5283,1926,6437,8443,5427,7099,18250,5607,5278,3608,7977,4312,4885,5777,2111,8037,5298,8244,2140,10258,9656,5637,3952
