Admin2,,,,,,,,,,,,,,,,
Province/State,Alberta,British Columbia,Diamond Princess,Grand Princess,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Repatriated Travellers,Saskatchewan,Yukon
Country/Region,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada
01-19-2022,459497,303565,0,13,112346,24001,13838,4372,31860,1242,971033,5112,812418,13,103901,2782
01-20-2022,463024,305715,0,13,113196,24489,14198,4508,32387,1242,971033,5112,818946,13,105072,2820
01-21-2022,466616,308079,0,13,114021,25003,14522,4680,33083,1297,971033,5112,824941,13,106328,2849
01-22-2022,466616,308079,0,13,114021,25465,14522,4680,33083,1297,971033,5628,830488,13,107842,2849
01-23-2022,466616,308079,0,13,114021,25465,14522,4680,33083,1297,971033,5628,830488,13,107842,2849
01-24-2022,466616,308079,0,13,116133,26391,14522,4680,34689,1358,971033,6282,838436,13,110399,2959
01-25-2022,466616,308079,0,13,116133,26391,14522,4680,34689,1358,971033,6282,838436,13,110399,2959
01-26-2022,477841,314787,0,13,116770,26741,15811,5120,35543,1439,971033,6282,841413,13,111447,2981
01-27-2022,484400,318906,0,13,117971,27649,16493,5446,35889,1487,1016099,6812,849519,13,113993,3038
01-28-2022,487436,320540,0,13,118862,28045,16758,5614,36255,1585,1021436,7274,853119,13,115405,3061
01-29-2022,487436,320540,0,13,118862,28442,16758,5614,36255,1585,1026291,7274,856628,13,116511,3061
01-30-2022,487436,320540,0,13,118862,28716,16758,5614,36255,1707,1030251,7274,859466,13,117858,3061
01-31-2022,493973,324615,0,13,120644,28885,17359,5865,37803,1737,1033294,7779,861889,13,118606,3106
02-01-2022,495953,325851,0,13,121131,29113,17538,6073,38059,1820,1035916,7779,864619,13,119272,3128
02-02-2022,498977,327625,0,13,121655,29494,17786,6221,38333,1820,1039825,8379,868435,13,119894,3146
02-03-2022,501347,329143,0,13,122012,29905,17984,6363,38728,1891,1043923,8379,872027,13,120745,3168
02-04-2022,503433,330638,0,13,122632,30306,18242,6550,39129,1935,1047970,8764,875427,13,121516,3186
02-05-2022,503433,330638,0,13,122632,30602,18242,6550,39129,1935,1051174,8764,878382,13,122525,3186
02-06-2022,503433,330638,0,13,122632,30756,18242,6550,39129,1935,1054061,8764,880950,13,123258,3186
02-07-2022,508051,333925,0,13,123739,31017,18740,6846,40454,1989,1056149,8764,883190,13,123258,3235
02-08-2022,509718,335042,0,13,124148,31276,18950,6919,40767,2011,1058241,9104,885694,13,123258,3252
02-09-2022,511402,336229,0,13,124615,31597,19200,7029,40986,2047,1061403,9104,889055,13,123258,3261
02-10-2022,512765,337547,0,13,125180,31948,19443,7176,41351,2047,1064604,9555,891949,13,123258,3286
02-11-2022,514165,338585,0,13,125844,32307,19710,7343,41716,2114,1067511,9969,891949,13,123258,3302
02-12-2022,514165,338585,0,13,125844,32610,19710,7343,41716,2114,1070455,9969,896970,13,123258,3302
02-13-2022,514165,338585,0,13,125844,32876,19710,7343,41716,2114,1072720,9969,898840,13,123258,3302
02-14-2022,516812,341286,0,13,127010,33066,20365,7678,42657,2234,1074485,10500,900271,13,123258,3339
02-15-2022,517650,341532,0,13,127394,33342,20578,7776,42815,2263,1076078,10500,902244,13,123258,3339
02-16-2022,518538,342282,0,13,127732,33647,20757,7907,43041,2306,1078610,10947,904572,13,123258,3349
02-17-2022,519351,342939,0,13,128147,33968,21073,7987,43264,2341,1080937,10947,906627,13,123258,3361
02-18-2022,519970,343631,0,13,128486,34222,21307,8085,43506,2391,1083274,11492,908464,13,123258,3369
02-19-2022,519970,343631,0,13,128486,34222,21307,8085,43506,2391,1085518,11492,910200,13,123258,3369
02-20-2022,519970,343631,0,13,128486,34222,21307,8085,43506,2391,1087484,11492,911397,13,123258,3369
02-21-2022,519970,343631,0,13,128486,34222,21974,8302,44240,2527,1087484,11492,912461,13,123258,3369
02-22-2022,519970,345397,0,13,129296,35370,21974,8424,44240,2527,1090101,12103,913899,13,123258,3404
02-23-2022,523104,346196,0,13,129657,35670,22468,8495,44351,2620,1091526,12657,915760,13,123258,3412
02-24-2022,523786,346196,0,13,129972,36035,22468,8594,44551,2668,1093930,12657,917277,13,125780,3426
02-25-2022,524381,347331,0,13,130277,36417,23147,8682,44738,2668,1096357,13372,918819,13,127187,3426
02-26-2022,524381,347331,0,13,130277,36417,23147,8682,44738,2668,1098695,13372,918819,13,127187,3426
02-27-2022,524381,347331,0,13,130277,36417,23147,8682,44738,2668,1100696,13372,921030,13,127187,3426
02-28-2022,525816,348305,0,13,130813,37482,24026,8797,44908,2813,1102011,14305,921875,13,127187,3463
03-01-2022,525816,348771,0,13,131034,37769,24026,8924,45795,2813,1103187,14305,922677,13,127187,3467
03-02-2022,526563,349213,0,13,131193,38155,24781,9007,46012,2954,1105146,15267,924307,13,127187,3473
03-03-2022,527102,349604,0,13,131355,38546,24781,9080,46374,2954,1119966,15267,925564,13,127187,3475
03-04-2022,527604,349944,0,13,131526,38937,25728,9122,46795,3055,1123556,16296,926918,13,128289,3485
03-05-2022,527604,349944,0,13,131526,38937,25728,9122,46795,3055,1125074,16296,928128,13,128289,3485
03-06-2022,527604,349944,0,13,131526,38937,25728,9122,46795,3055,1126445,16296,929038,13,128289,3485
03-07-2022,528717,350941,0,13,131948,40070,25728,9231,47089,3163,1128149,17623,929813,13,128289,3515
03-08-2022,529184,351141,0,13,132089,40312,26972,9325,47089,3170,1129672,17623,930748,13,128289,3524
03-09-2022,529736,351415,0,13,132295,40654,28103,9400,47089,3200,1131621,18905,932174,13,128289,3533
03-10-2022,530288,351751,0,13,132487,41109,28103,9466,47089,3200,1133667,18905,933441,13,128289,3546
03-11-2022,530761,352039,0,13,132681,41512,29365,9514,48471,3265,1135292,19703,934620,13,129301,3555
03-12-2022,530761,352039,0,13,132681,41512,29365,9514,48471,3265,1135292,19703,935709,13,129301,3555
03-13-2022,530761,352039,0,13,132681,41512,29365,9514,48471,3265,1135292,19703,936575,13,129301,3555
03-14-2022,532112,352728,0,13,133096,41512,29365,9590,48471,3265,1135292,20560,937245,13,129301,3576
03-15-2022,532571,352965,0,13,133268,42320,29365,9666,48471,3265,1141057,20560,938268,13,129301,3584
03-16-2022,533164,353139,0,13,133511,42320,31553,9736,48471,3331,1143057,21307,939648,13,129301,3600
03-17-2022,533783,353379,0,13,133745,42320,32113,9790,48471,3331,1145534,21307,939648,13,129301,3616
03-18-2022,534285,353578,0,13,133928,42320,32113,9843,48471,3331,1144461,21307,942280,13,130133,3628
03-19-2022,534285,353578,0,13,133928,42320,32113,9843,48471,3331,1146105,21307,943643,13,130133,3628
03-20-2022,534285,353578,0,13,133928,42320,32113,9843,48471,3331,1147405,21307,944596,13,130133,3628
03-21-2022,534285,354084,0,13,134313,42320,33385,9942,51359,3331,1149464,21307,945503,13,130133,3665
03-22-2022,534285,354334,0,13,134417,45101,34607,10005,51359,3400,1151014,23345,946886,13,130133,3671
03-23-2022,536166,354603,0,13,134554,45101,34607,10106,51359,3400,1153318,23345,948997,13,130133,3692
03-24-2022,536166,354874,0,13,134759,45101,35293,10235,51359,3400,1155877,23345,951292,13,131028,3705
03-25-2022,536166,355092,0,13,134907,45101,35293,10333,54812,3400,1158685,23345,953495,13,131028,3721
03-26-2022,536166,355092,0,13,134907,45101,35293,10333,54812,3400,1160843,23345,955711,13,131028,3721
03-27-2022,536166,355092,0,13,134907,45101,35293,10333,54812,3400,1162613,23345,957595,13,131028,3721
03-28-2022,536166,355648,0,13,134907,45101,36254,10547,54812,3400,1165369,23345,959209,13,131028,3770
03-29-2022,536166,355961,0,13,134234,48197,37411,10679,54812,3400,1167264,25799,961380,13,131028,3786
03-30-2022,540733,356252,0,13,134234,48197,37411,10779,54812,3472,1170131,25799,964447,13,131028,3798
03-31-2022,540733,356501,0,13,135214,48197,38331,10877,54812,3472,1173333,25799,967766,13,131028,3821
04-01-2022,540733,356772,0,13,135214,48197,38331,11496,59000,3472,1176866,25799,970951,13,132224,3844
04-02-2022,540733,356772,0,13,135214,48197,38630,11496,59000,3472,1176866,25799,974009,13,132224,3844
04-03-2022,540733,356772,0,13,135214,48197,38630,11496,59000,3472,1176866,25799,976590,13,132224,3844
04-04-2022,540733,356858,0,13,135214,48197,39019,11552,59000,3472,1176866,25799,976590,13,132224,3876
04-05-2022,540733,357500,0,13,135214,48197,39693,11552,59000,3531,1176866,28375,981536,13,132224,3883
04-06-2022,546247,357758,0,13,135214,48197,39693,11552,59000,3531,1176866,28375,985297,13,132224,3902
04-07-2022,546247,357974,0,13,136573,48197,40336,11552,59000,3531,1176866,28375,989074,13,132224,3926
04-08-2022,546247,357974,0,13,136573,48197,40336,11552,59000,3531,1176866,28375,989074,13,132224,3926
04-09-2022,546247,357974,0,13,136573,48197,40336,11552,65991,3531,1176866,28375,992646,13,133256,3940
04-10-2022,546247,357974,0,13,136573,48197,40336,11552,65991,3531,1176866,28375,992646,13,133256,3940
04-11-2022,546247,357974,0,13,136573,48197,40336,11552,65991,3531,1176866,28375,992646,13,133256,3940
04-12-2022,546247,357974,0,13,136573,48197,40336,11552,65991,3531,1176866,28375,992646,13,133256,3940
04-13-2022,552403,357974,0,13,136573,48197,41587,11682,65991,3531,1216491,28375,1007003,13,133256,4000
04-14-2022,552403,359002,0,13,138271,48197,42038,11682,72903,3531,1221091,30604,1010193,13,134307,4015
04-15-2022,552403,359002,0,13,138271,48197,42038,11682,72903,3531,1209898,30604,1013340,13,134307,4015
04-16-2022,552403,359002,0,13,138271,48197,42038,11682,72903,3531,1221091,30604,1015878,13,134307,4015
04-17-2022,552403,359002,0,13,138271,48197,42038,11682,72903,3531,1221091,30604,1017816,13,134307,4015
04-18-2022,552403,359002,0,13,138271,48197,42038,11682,72903,3531,1231561,30604,1019320,13,134307,4015
04-19-2022,552403,359002,0,13,138271,48197,42761,11763,72903,3531,1234894,32532,1021103,13,134307,4060
04-20-2022,558483,359002,0,13,138271,48197,42761,11763,72903,3531,1239899,32532,1023433,13,134307,4078
04-21-2022,558483,361034,0,13,139465,48197,43129,11763,72903,3531,1243895,32532,1026345,13,134307,4091
04-22-2022,558483,361034,0,13,139465,48197,43129,11763,80411,3531,1250266,32532,1028841,13,135197,4116
04-23-2022,558483,361034,0,13,139465,48197,43129,11763,80411,3531,1252916,32532,1030942,13,135197,4116
04-24-2022,558483,361034,0,13,139465,48197,43129,11763,80411,3531,1255898,32532,1032617,13,135197,4116
04-25-2022,558483,361034,0,13,139465,58768,43401,11832,80411,3531,1258109,32532,1033922,13,135197,4142
04-26-2022,558483,361034,0,13,139465,58768,43713,11832,80411,3531,1261962,34270,1035592,13,135197,4159
04-27-2022,565052,361034,0,13,139465,60756,43713,11832,80411,3531,1264427,34270,1037655,13,135197,4159
04-28-2022,565052,363302,0,13,140931,60756,43920,11832,80411,3531,1267187,34270,1039423,13,135197,4187
04-29-2022,565052,363302,0,13,140931,60756,43920,11832,85847,3531,1271493,34270,1041072,13,136026,4196
04-30-2022,565052,363302,0,13,140931,60756,43920,11832,85847,3531,1273392,34270,1042629,13,136026,4196
05-01-2022,565052,363302,0,13,140931,60756,43920,11832,85847,3531,1274911,34270,1043729,13,136026,4196
05-02-2022,565052,363302,0,13,140931,60756,44148,11919,85847,3531,1276335,34270,1044635,13,136026,4217
05-03-2022,565052,363302,0,13,140931,60756,44345,11919,85847,3531,1279328,35433,1045829,13,136026,4226
05-04-2022,570806,363302,0,13,140931,62148,44345,11919,85847,3531,1281339,35433,1047459,13,136026,4237
05-05-2022,570806,365577,0,13,141973,62148,44529,11919,85847,3531,1283544,35433,1048875,13,136026,4254
05-06-2022,570806,365577,0,13,141973,62148,44529,11919,89262,3531,1287079,35433,1050121,13,136792,4262
05-07-2022,570806,365577,0,13,141973,62148,44529,11919,89262,3531,1288468,35433,1051190,13,136792,4262
05-08-2022,570806,365577,0,13,141973,62148,44529,11919,89262,3531,1289790,35433,1052012,13,136792,4262
05-09-2022,570806,365577,0,13,141973,62148,44741,11988,89262,3531,1291046,35433,1052634,13,136792,4290
05-10-2022,570806,365577,0,13,141973,62148,44892,11988,89262,3531,1293608,36332,1053406,13,136792,4294
05-11-2022,575185,365577,0,13,141973,63486,44892,11988,89262,3531,1294991,36332,1054507,13,136792,4301
05-12-2022,575185,367559,0,13,142875,63486,45037,11988,89262,3531,1296671,36332,1055274,13,136792,4310
05-13-2022,575185,367559,0,13,142875,63486,45037,11988,92380,3531,1299706,36332,1056174,13,137502,4318
05-14-2022,575185,367559,0,13,142875,63486,45037,11988,92380,3531,1299706,36332,1056972,13,137502,4318
05-15-2022,575185,367559,0,13,142875,63486,45037,11988,92380,3531,1299706,36332,1057606,13,137502,4318
05-16-2022,575185,367559,0,13,142875,63486,45145,12026,92380,3531,1300105,36332,1058063,13,137502,4328
05-17-2022,575185,367559,0,13,142875,63486,45145,12026,92380,3531,1305006,37124,1058691,13,137502,4335
05-18-2022,578291,367559,0,13,142875,64490,45145,12026,92380,3531,1306208,37124,1059416,13,137502,4339
05-19-2022,578291,369202,0,13,143603,64490,45409,12026,92380,3531,1307371,37124,1060042,13,137502,4345
05-20-2022,578291,369202,0,13,143603,64490,45409,12026,94893,3531,1309610,37124,1060654,13,137967,4349
05-21-2022,578291,369202,0,13,143603,64490,45409,12026,94893,3531,1310394,37124,1061253,13,137967,4349
05-22-2022,578291,369202,0,13,143603,64490,45409,12026,94893,3531,1311036,37124,1061706,13,137967,4349
05-23-2022,578291,369202,0,13,143603,64490,45409,12026,94893,3531,1311036,37124,1062032,13,137967,4349
05-24-2022,578291,369202,0,13,143603,64490,45409,12046,94893,3531,1312206,37578,1062449,13,137967,4363
05-25-2022,580881,369202,0,13,143603,65258,45409,12046,94893,3531,1312810,37578,1063033,13,137967,4366
05-26-2022,580881,370559,0,13,144140,65258,45775,12046,94893,3531,1313628,37578,1063738,13,137967,4370
05-27-2022,580881,370559,0,13,144140,65258,45775,12046,96477,3531,1316340,37578,1064328,13,138343,4378
05-28-2022,580881,370559,0,13,144140,65258,45775,12046,96477,3531,1316953,37578,1064905,13,138343,4378
05-29-2022,580881,370559,0,13,144140,65258,45775,12046,96477,3531,1317509,37578,1065329,13,138343,4378
05-30-2022,580881,370559,0,13,144140,65258,45775,12089,96477,3531,1318044,37578,1065679,13,138343,4386
05-31-2022,580881,370559,0,13,144140,65258,45775,12089,96477,3531,1319553,37578,1066195,13,138343,4387
06-01-2022,583112,370559,0,13,144140,65812,46183,12089,96477,3531,1320236,37578,1066903,13,138343,4389
06-02-2022,583112,371720,0,13,144556,65812,46183,12089,96477,3531,1320967,37578,1067602,13,138343,4395
06-03-2022,583112,371720,0,13,144556,65812,46183,12089,98040,3531,1321996,37578,1068144,13,138707,4397
06-04-2022,583112,371720,0,13,144556,65812,46183,12089,98040,3531,1323067,37578,1068712,13,138707,4397
06-05-2022,583112,371720,0,13,144556,65812,46183,12089,98040,3531,1323502,37578,1069149,13,138707,4397
06-06-2022,583112,371720,0,13,144556,65812,46183,12117,98040,3531,1323998,37578,1069517,13,138707,4403
06-07-2022,583112,371720,0,13,144556,65812,46183,12117,98040,3531,1325196,38686,1070147,13,138707,4403
06-08-2022,584763,371720,0,13,144556,66345,46183,12117,98040,3531,1326015,38686,1070885,13,138707,4404
06-09-2022,584763,372611,0,13,144895,66345,46647,12117,98040,3531,1326631,38686,1070885,13,138707,4408
06-10-2022,584763,372611,0,13,144895,66345,46647,12117,99514,3531,1327956,38686,1072331,13,138992,4410
06-11-2022,584763,372611,0,13,144895,66345,46647,12117,99514,3531,1327956,38686,1073041,13,138992,4410
06-12-2022,584763,372611,0,13,144895,66345,46647,12117,99514,3531,1328881,38686,1073537,13,138992,4410
06-13-2022,584763,372611,0,13,144895,66345,46647,12135,99514,3531,1329256,38686,1074017,13,138992,4415
06-14-2022,584763,372611,0,13,144895,66345,46647,12135,99514,3531,1330323,39377,1074672,13,138992,4419
06-15-2022,586108,372611,0,13,144895,66345,46647,12135,99514,3531,1330403,39377,1075567,13,138992,4419
06-16-2022,586108,373336,0,13,145123,66345,46647,12135,99514,3531,1331406,39377,1076379,13,138992,4425
06-17-2022,586108,373336,0,13,145123,66345,46647,12135,99514,3531,1332281,39377,1077256,13,138992,4430
06-18-2022,586108,373336,0,13,145123,66345,46647,12135,99514,3531,1332281,39377,1078043,13,138992,4430
06-19-2022,586108,373336,0,13,145123,66345,46647,12135,99514,3531,1332281,39377,1078043,13,138992,4430
06-20-2022,586108,373336,0,13,145123,66345,46647,12135,99514,3531,1332410,39377,1079181,13,138992,4436
06-21-2022,586108,373336,0,13,145123,66345,46647,12135,99514,3531,1333375,39998,1080025,13,138992,4436
06-22-2022,587890,373336,0,13,145123,66345,46647,12135,99514,3531,1333449,39998,1081135,13,138992,4443
06-23-2022,587890,373974,0,13,145326,66345,46647,12135,99514,3531,1336234,39998,1082273,13,138992,4447
06-24-2022,587890,373974,0,13,145326,66345,46647,12135,99514,3531,1337296,39998,1083480,13,138992,4453
06-25-2022,587890,373974,0,13,145326,66345,46647,12135,99514,3531,1337296,39998,1084376,13,138992,4453
06-26-2022,587890,373974,0,13,145326,66345,46647,12135,99514,3531,1337296,39998,1085058,13,138992,4453
06-27-2022,587890,373974,0,13,145326,66345,46647,12135,99514,3531,1337464,39998,1085753,13,138992,4463
06-28-2022,587890,373974,0,13,145326,66345,46647,12135,99514,3531,1338814,40806,1087025,13,138992,4468
06-29-2022,588691,373974,0,13,145326,66345,46647,12135,99514,3531,1338907,40806,1088743,13,138992,4475
06-30-2022,588691,374594,0,13,145498,66345,46647,12135,99514,3531,1342709,40806,1090311,13,138992,4476
07-01-2022,588691,374594,0,13,145498,66345,46647,12135,99514,3531,1342709,40806,1091740,13,138992,4476
07-02-2022,588691,374594,0,13,145498,66345,46647,12135,99514,3531,1342709,40806,1092933,13,138992,4476
07-03-2022,588691,374594,0,13,145498,66345,46647,12135,99514,3531,1342709,40806,1093859,13,138992,4476
07-04-2022,588691,374594,0,13,145498,66345,46647,12135,99514,3531,1343023,40806,1093859,13,138992,4494
07-05-2022,588691,374594,0,13,145498,66345,46647,12135,99514,3531,1345639,41876,1096171,13,138992,4495
07-06-2022,589726,374594,0,13,145498,66345,46647,11502,99514,3531,1345639,41876,1096171,13,138992,4495
07-07-2022,589726,375357,0,13,145623,66345,46647,11502,99514,3531,1349924,41876,1099765,13,138992,4495
07-08-2022,589726,375357,0,13,145623,66345,46647,11502,99514,3531,1351884,41876,1101362,13,138992,4504
07-09-2022,589726,375357,0,13,145623,66345,46647,11502,99514,3531,1351884,41876,1102822,13,138992,4504
07-09-2022,589726,375357,0,13,145623,66345,46647,11502,99514,3531,1351884,41876,1102822,13,138992,4504
07-10-2022,589726,375357,0,13,145623,66345,46647,11502,99514,3531,1351884,41876,1103893,13,138992,4504
07-11-2022,589726,375357,0,13,145623,68493,48179,11499,106707,3531,1351884,41876,1104909,13,139663,4521
07-12-2022,589726,375357,0,13,145623,68493,48179,11499,106707,3531,1353950,43146,1104909,13,139663,4522
07-13-2022,591083,375357,0,13,145623,68493,48179,11499,106707,3531,1353950,43146,1108512,13,139663,4535
07-14-2022,591083,376329,0,13,145853,68493,48179,11499,106707,3531,1360025,43146,1119322,13,139663,4547
07-15-2022,591083,376329,0,13,145853,69537,48593,11506,108125,3531,1360907,43146,1121203,13,139663,4558
07-16-2022,591083,376329,0,13,145853,69537,48593,11506,108125,3531,1360907,43146,1123187,13,139663,4558
07-17-2022,591083,376329,0,13,145853,69537,48593,11506,108125,3531,1360907,43146,1123187,13,139663,4558
07-18-2022,591083,376329,0,13,145853,69537,48593,11506,108125,3531,1360907,43146,1123187,13,139663,4583
07-19-2022,591083,376329,0,13,145853,69537,48593,11506,108125,3531,1364941,44852,1128222,13,139663,4587
07-20-2022,592767,376329,0,13,145853,69537,48593,11506,108125,3531,1364941,44852,1130640,13,139663,4595
07-21-2022,592767,377372,0,13,146024,69537,48593,11506,108125,3531,1372023,44852,1132764,13,139663,4599
07-22-2022,592767,377372,0,13,146024,70541,48954,11511,111769,3531,1372956,44852,1134683,13,140291,4599
07-23-2022,592767,377372,0,13,146024,70541,48954,11511,111769,3531,1372956,44852,1136337,13,140291,4599
07-24-2022,592767,377372,0,13,146024,70541,48954,11511,111769,3531,1372956,44852,1137615,13,140291,4599
07-25-2022,592767,377372,0,13,146024,70541,48954,11511,111769,3531,1372956,44852,1138880,13,140291,4610
07-26-2022,592767,377372,0,13,146024,70541,48954,11511,111769,3531,1377177,46240,1140647,13,140291,4619
07-27-2022,594474,377372,0,13,146024,70541,48954,11511,111769,3531,1377177,46240,1142427,13,140291,4640
07-28-2022,594474,378291,0,13,146266,70541,48954,11511,111769,3531,1384322,46240,1144098,13,140291,4659
07-29-2022,594474,378291,0,13,146266,71479,49412,11511,113669,3531,1385022,46240,1145558,13,140291,4672
07-30-2022,594474,378291,0,13,146266,71479,49412,11511,113669,3531,1385022,46240,1146894,13,140291,4672
07-31-2022,594474,378291,0,13,146266,71479,49412,11511,113669,3531,1385022,46240,1147838,13,140291,4672
08-01-2022,594474,378291,0,13,146266,71479,49412,11511,113669,3531,1385022,46240,1148800,13,140291,4701
08-02-2022,594474,378291,0,13,146266,71479,49412,11511,113669,3531,1388305,47251,1150154,13,140291,4714
08-03-2022,596126,378291,0,13,146266,71479,49412,11511,113669,3531,1388305,47251,1151659,13,140291,4719
08-04-2022,596126,379274,0,13,146524,71479,49412,11511,113669,3531,1377753,47251,1153048,13,140291,4726
08-05-2022,596126,379274,0,13,146524,72226,49748,11511,115417,3531,1395250,47251,1154061,13,140291,4729
08-06-2022,596126,379274,0,13,146524,72226,49748,11511,115417,3531,1395250,47251,1155131,13,140291,4729
08-07-2022,596126,379274,0,13,146524,72226,49748,11511,115417,3531,1395250,47251,1155884,13,140291,4729
08-08-2022,596126,379274,0,13,146524,72226,49748,11511,115417,3531,1395250,47251,1156633,13,140291,4756
08-09-2022,596126,379274,0,13,146524,72226,49748,11511,115417,3531,1395250,48027,1157876,13,140291,4758
08-10-2022,597891,379274,0,13,146524,72226,49748,11511,115417,3531,1395250,48027,1159087,13,140291,4759
08-11-2022,597891,380174,0,13,146874,72226,49748,11511,115417,3531,1405735,48027,1160337,13,140291,4764
08-12-2022,597891,380174,0,13,146874,72968,50091,11511,117142,3531,1406580,48027,1161491,13,140291,4771
08-13-2022,597891,380174,0,13,146874,72968,50091,11511,117142,3531,1406580,48027,1161491,13,140291,4771
08-14-2022,597891,380174,0,13,146874,72968,50091,11511,117142,3531,1406580,48027,1161491,13,140291,4771
08-15-2022,597891,380174,0,13,146874,72968,50091,11511,117142,3531,1406580,48027,1161491,13,140291,4771
08-16-2022,597891,380174,0,13,146874,72968,50091,11511,117142,3531,1409430,48598,1165128,13,140291,4787
08-17-2022,599504,380174,0,13,146874,72968,50091,11511,117142,3531,1409430,48598,1166390,13,140291,4787
08-18-2022,599504,381049,0,13,147329,72968,50091,11511,117142,3531,1416121,48598,1167547,13,140291,4789
08-19-2022,599504,381049,0,13,147329,73643,50430,11511,118671,3531,1416811,48598,1168546,13,141815,4793
08-20-2022,599504,381049,0,13,147329,73643,50430,11511,118671,3531,1416811,48598,1169400,13,141815,4793
08-21-2022,599504,381049,0,13,147329,73643,50430,11511,118671,3531,1416811,48598,1170021,13,141815,4793
08-22-2022,599504,381049,0,13,147329,73643,50430,11511,118671,3531,1416811,48598,1170654,13,141815,4808
08-23-2022,599504,381049,0,13,147329,73643,50430,11511,118671,3531,1419569,49411,1170654,13,141815,4809
08-24-2022,601337,381049,0,13,147329,73643,50430,11511,118671,3531,1419569,49411,1172597,13,141815,4810
08-25-2022,601337,381788,0,13,147806,73643,50430,11511,118671,3531,1424817,49411,1173563,13,141815,4813
08-26-2022,601337,381788,0,13,147806,74440,50810,11511,120055,3531,1425482,49411,1174312,13,141815,4815
08-27-2022,601337,381788,0,13,147806,74440,50810,11511,120055,3531,1425482,49411,1175060,13,141815,4815
08-28-2022,601337,381788,0,13,147806,74440,50810,11511,120055,3531,1425482,49411,1175610,13,141815,4815
08-29-2022,601337,381788,0,13,147806,74440,50810,11511,120055,3531,1425482,49411,1176083,13,141815,4822
08-30-2022,601337,381788,0,13,147806,74440,50810,11511,120055,3531,1427850,50151,1176935,13,141815,4825
08-31-2022,602434,381788,0,13,147806,74440,50810,11511,120055,3531,1427850,50151,1177843,13,141815,4832
09-01-2022,602434,382436,0,13,148428,74440,50810,11511,120055,3531,1435047,50151,1178789,13,141815,4839
09-02-2022,602434,382436,0,13,148428,75152,51111,11511,121380,3531,1435597,50151,1179550,13,141815,4839
09-03-2022,602434,382436,0,13,148428,75152,51111,11511,121380,3531,1435597,50151,1180211,13,141815,4839
09-04-2022,602434,382436,0,13,148428,75152,51111,11511,121380,3531,1435597,50151,1180685,13,141815,4839
09-05-2022,602434,382436,0,13,148428,75152,51111,11511,121380,3531,1435597,50151,1181131,13,141815,4839
09-06-2022,602434,382436,0,13,148428,75152,51111,11511,121380,3531,1437426,50594,1181744,13,141815,4851
09-07-2022,603501,382436,0,13,148428,75152,51111,11511,121380,3531,1437426,50594,1182668,13,141815,4852
09-08-2022,603501,383054,0,13,148903,75152,51111,11511,121380,3531,1442432,50594,1183573,13,141815,4856
09-09-2022,603501,383054,0,13,148903,75741,51329,11511,122458,3531,1442991,50594,1184448,13,141815,4857
09-10-2022,603501,383054,0,13,148903,75741,51329,11511,122458,3531,1442991,50594,1185085,13,141815,4857
09-11-2022,603501,383054,0,13,148903,75741,51329,11511,122458,3531,1442991,50594,1185085,13,141815,4857
09-12-2022,603501,383054,0,13,148903,75741,51329,11511,122458,3531,1442991,50594,1186199,13,141815,4862
09-13-2022,603501,383054,0,13,148903,75741,51329,11511,122458,3531,1445103,51050,1187101,13,141815,4863
09-14-2022,604578,383054,0,13,148903,75741,51329,11511,122458,3531,1445103,51050,1187101,13,141815,4864
09-15-2022,604578,383628,0,13,149245,75741,51329,11511,122458,3531,1450499,51050,1188798,13,141815,4866
09-16-2022,604578,383628,0,13,149245,76316,51446,11511,123549,3531,1450985,51050,1189529,13,143747,4867
09-17-2022,604578,383628,0,13,149245,76316,51446,11511,123549,3531,1450985,51050,1190143,13,143747,4867
09-18-2022,604578,383628,0,13,149245,76316,51446,11511,123549,3531,1450985,51050,1190603,13,143747,4867
09-19-2022,604578,383628,0,13,149245,76316,51446,11511,123549,3531,1450985,51050,1191187,13,143747,4867
09-20-2022,604578,383628,0,13,149245,76316,51446,11511,123549,3531,1453813,51410,1192120,13,143747,4878
09-21-2022,605757,383628,0,13,149245,76316,51446,11511,123549,3531,1453813,51410,1193035,13,143747,4884
09-22-2022,605757,384266,0,13,149622,76316,51446,11511,123549,3531,1459353,51410,1193964,13,143747,4885
09-23-2022,605757,384266,0,13,149622,76902,51580,11511,124511,3531,1459908,51410,1194787,13,143747,4888
09-24-2022,605757,384266,0,13,149622,76902,51580,11511,124511,3531,1459908,51410,1195520,13,143747,4888
09-25-2022,605757,384266,0,13,149622,76902,51580,11511,124511,3531,1459908,51410,1196141,13,143747,4888
09-26-2022,605757,384266,0,13,149622,76902,51580,11511,124511,3531,1459908,51410,1196758,13,143747,4896
09-27-2022,605757,384266,0,13,149622,76902,51580,11511,124511,3531,1462148,51410,1197701,13,143747,4900
09-28-2022,607289,384266,0,13,149622,76902,51580,11511,124511,3531,1462148,51410,1198831,13,143747,4902
09-29-2022,607289,384900,0,13,149908,76902,51580,11511,124511,3531,1468342,51410,1199868,13,143747,4905
09-30-2022,607289,384900,0,13,149908,76902,51580,11511,124511,3531,1468342,51410,1200754,13,143747,4905
10-01-2022,607289,384900,0,13,149908,76902,51580,11511,124511,3531,1468342,51410,1201599,13,143747,4905
