Admin2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province/State,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Unknown,Xinjiang,Yunnan,Zhejiang
Country/Region,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
08-14-2020,6,9,6,1,2,8,2,2,6,6,13,22,67,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-15-2020,6,9,6,1,2,8,2,2,6,6,13,22,69,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-16-2020,6,9,6,1,2,8,2,2,6,6,13,22,69,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-17-2020,6,9,6,1,2,8,2,2,6,6,13,22,69,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-18-2020,6,9,6,1,2,8,2,2,6,6,13,22,71,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-19-2020,6,9,6,1,2,8,2,2,6,6,13,22,72,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-20-2020,6,9,6,1,2,8,2,2,6,6,13,22,75,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-21-2020,6,9,6,1,2,8,2,2,6,6,13,22,75,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-22-2020,6,9,6,1,2,8,2,2,6,6,13,22,77,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-23-2020,6,9,6,1,2,8,2,2,6,6,13,22,77,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-24-2020,6,9,6,1,2,8,2,2,6,6,13,22,77,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-25-2020,6,9,6,1,2,8,2,2,6,6,13,22,78,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-26-2020,6,9,6,1,2,8,2,2,6,6,13,22,79,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-27-2020,6,9,6,1,2,8,2,2,6,6,13,22,81,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-28-2020,6,9,6,1,2,8,2,2,6,6,13,22,84,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-29-2020,6,9,6,1,2,8,2,2,6,6,13,22,87,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-30-2020,6,9,6,1,2,8,2,2,6,6,13,22,88,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
08-31-2020,6,9,6,1,2,8,2,2,6,6,13,22,89,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
09-01-2020,6,9,6,1,2,8,2,2,6,6,13,22,90,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
09-02-2020,6,9,6,1,2,8,2,2,6,6,13,22,93,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
09-03-2020,6,9,6,1,2,8,2,2,6,6,13,22,94,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,,3,2,1
