Admin2,,,,,,,,,,,,,,,,
Province/State,Alberta,British Columbia,Diamond Princess,Grand Princess,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prince Edward Island,Quebec,Repatriated Travellers,Saskatchewan,Yukon
Country/Region,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada
05-03-2022,4252,3147,1,0,1792,384,165,22,314,7,12912,25,15036,0,1309,25
05-04-2022,4321,3147,1,0,1792,399,165,22,314,7,12935,26,15066,0,1309,25
05-05-2022,4321,3226,1,0,1819,399,168,22,314,7,12961,26,15084,0,1309,25
05-06-2022,4321,3226,1,0,1819,399,168,22,336,7,12985,26,15106,0,1323,25
05-07-2022,4321,3226,1,0,1819,399,168,22,336,7,13007,26,15137,0,1323,25
05-08-2022,4321,3226,1,0,1819,399,168,22,336,7,13015,26,15139,0,1323,25
05-09-2022,4321,3226,1,0,1819,399,168,22,336,7,13015,26,15143,0,1323,25
05-10-2022,4321,3226,1,0,1819,399,169,22,336,7,13039,26,15178,0,1323,25
05-11-2022,4391,3226,1,0,1819,406,169,22,336,7,13065,32,15201,0,1323,25
05-12-2022,4391,3307,1,0,1847,406,176,22,336,7,13079,32,15226,0,1323,25
05-13-2022,4391,3307,1,0,1847,406,176,22,354,7,13102,32,15256,0,1342,25
05-14-2022,4391,3307,1,0,1847,406,176,22,354,7,13102,32,15276,0,1342,25
05-15-2022,4391,3307,1,0,1847,406,176,22,354,7,13102,32,15279,0,1342,25
05-16-2022,4391,3307,1,0,1847,406,176,22,354,7,13103,32,15284,0,1342,25
05-17-2022,4391,3307,1,0,1847,406,176,22,354,7,13129,32,15298,0,1342,25
05-18-2022,4452,3307,1,0,1847,411,176,22,354,7,13145,33,15312,0,1342,25
05-19-2022,4452,3398,1,0,1913,411,177,22,354,7,13164,33,15326,0,1342,25
05-20-2022,4452,3398,1,0,1913,411,177,22,378,7,13195,33,15338,0,1364,25
05-21-2022,4452,3398,1,0,1913,411,177,22,378,7,13204,33,15349,0,1364,25
05-22-2022,4452,3398,1,0,1913,411,177,22,378,7,13205,33,15354,0,1364,25
05-23-2022,4452,3398,1,0,1913,411,177,22,378,7,13205,33,15354,0,1364,25
05-24-2022,4452,3398,1,0,1913,411,177,22,378,7,13207,33,15357,0,1364,25
05-25-2022,4507,3398,1,0,1913,416,177,22,378,7,13218,33,15378,0,1364,26
05-26-2022,4507,3469,1,0,1928,416,182,22,378,7,13229,33,15390,0,1364,26
05-27-2022,4507,3469,1,0,1928,416,182,22,391,7,13258,33,15400,0,1376,26
05-28-2022,4507,3469,1,0,1928,416,182,22,391,7,13270,33,15411,0,1376,26
05-29-2022,4507,3469,1,0,1928,416,182,22,391,7,13272,33,15412,0,1376,26
05-30-2022,4507,3469,1,0,1928,416,182,22,391,7,13273,33,15412,0,1376,26
05-31-2022,4507,3469,1,0,1928,416,182,22,391,7,13292,33,15420,0,1376,26
06-01-2022,4558,3469,1,0,1928,419,184,22,391,7,13311,33,15427,0,1376,26
06-02-2022,4558,3547,1,0,1980,419,184,22,391,7,13309,33,15433,0,1376,26
06-03-2022,4558,3547,1,0,1980,419,184,22,400,7,13332,33,15435,0,1385,26
06-04-2022,4558,3547,1,0,1980,419,184,22,400,7,13346,33,15446,0,1385,26
06-05-2022,4558,3547,1,0,1980,419,184,22,400,7,13348,33,15449,0,1385,26
06-06-2022,4558,3547,1,0,1980,419,184,22,400,7,13350,33,15450,0,1385,26
06-07-2022,4558,3547,1,0,1980,419,184,22,400,7,13361,33,15456,0,1385,26
06-08-2022,4567,3547,1,0,1980,421,184,22,400,7,13367,35,15467,0,1385,26
06-09-2022,4567,3614,1,0,2004,421,187,22,400,7,13375,35,15467,0,1385,26
06-10-2022,4567,3614,1,0,2004,421,187,22,421,7,13390,35,15481,0,1395,26
06-11-2022,4567,3614,1,0,2004,421,187,22,421,7,13390,35,15486,0,1395,26
06-12-2022,4567,3614,1,0,2004,421,187,22,421,7,13397,35,15488,0,1395,26
06-13-2022,4567,3614,1,0,2004,421,187,22,421,7,13399,35,15489,0,1395,26
06-14-2022,4567,3614,1,0,2004,421,187,22,421,7,13408,35,15496,0,1395,26
06-15-2022,4591,3614,1,0,2004,421,187,22,421,7,13408,35,15514,0,1395,26
06-16-2022,4591,3682,1,0,2015,421,187,22,421,7,13416,35,15523,0,1395,26
06-17-2022,4591,3682,1,0,2015,421,187,22,421,7,13420,35,15528,0,1395,26
06-18-2022,4591,3682,1,0,2015,421,187,22,421,7,13420,35,15535,0,1395,26
06-19-2022,4591,3682,1,0,2015,421,187,22,421,7,13420,35,15535,0,1395,26
06-20-2022,4591,3682,1,0,2015,421,187,22,421,7,13422,35,15538,0,1395,26
